t,Ekin,Epot,Etot
0.021,0.0794789,0.0977283,0.177207
0.0211667,0.0816191,0.0955874,0.177207
0.0213333,0.083925,0.0932808,0.177206
0.0215,0.0863842,0.0908207,0.177205
0.0216667,0.0889824,0.0882214,0.177204
0.0218333,0.0917028,0.0854999,0.177203
0.022,0.0945263,0.0826751,0.177201
0.0221667,0.0974318,0.0797681,0.1772
0.0223333,0.100397,0.0768018,0.177198
0.0225,0.103396,0.0738007,0.177197
0.0226667,0.106404,0.0707907,0.177195
0.0228333,0.109395,0.0677987,0.177193
0.023,0.112339,0.0648524,0.177192
0.0231667,0.11521,0.0619797,0.17719
0.0233333,0.117979,0.0592087,0.177188
0.0235,0.120619,0.056567,0.177186
0.0236667,0.123103,0.0540815,0.177185
0.0238333,0.125405,0.0517779,0.177183
0.024,0.127501,0.0496805,0.177182
0.0241667,0.129369,0.0478116,0.177181
0.0243333,0.130988,0.0461913,0.17718
0.0245,0.132341,0.0448373,0.177179
0.0246667,0.133413,0.0437645,0.177178
0.0248333,0.134193,0.0429848,0.177177
0.025,0.13467,0.0425068,0.177177
0.0251667,0.134841,0.042336,0.177177
0.0253333,0.134703,0.0424744,0.177177
0.0255,0.134257,0.0429203,0.177177
0.0256667,0.133509,0.043669,0.177178
0.0258333,0.132466,0.0447123,0.177178
0.026,0.131141,0.0460387,0.177179
0.0261667,0.129547,0.0476337,0.17718
0.0263333,0.127702,0.0494801,0.177182
0.0265,0.125625,0.051558,0.177183
0.0266667,0.123339,0.0538453,0.177185
0.0268333,0.120868,0.0563179,0.177186
0.027,0.118238,0.0589503,0.177188
0.0271667,0.115474,0.0617156,0.17719
0.0273333,0.112605,0.0645862,0.177191
0.0275,0.109659,0.0675341,0.177193
0.0276667,0.106664,0.070531,0.177195
0.0278333,0.103647,0.0735492,0.177197
0.028,0.100637,0.0765615,0.177198
0.0281667,0.097658,0.0795418,0.1772
0.0283333,0.0947361,0.0824651,0.177201
0.0285,0.0918942,0.0853084,0.177203
0.0286667,0.0891538,0.08805,0.177204
0.0288333,0.0865341,0.0906707,0.177205
0.029,0.0840525,0.0931532,0.177206
0.0291667,0.0817239,0.0954827,0.177207
0.0293333,0.0795605,0.0976466,0.177207
0.0295,0.0775727,0.099635,0.177208
0.0296667,0.0757678,0.10144,0.177208
0.0298333,0.0741512,0.103057,0.177208
0.03,0.0727256,0.104483,0.177208
0.0301667,0.0714918,0.105716,0.177208
0.0303333,0.0704482,0.10676,0.177208
0.0305,0.0695914,0.107616,0.177208
0.0306667,0.0689161,0.108291,0.177207
0.0308333,0.0684156,0.108791,0.177207
0.031,0.0680816,0.109124,0.177206
0.0311667,0.0679047,0.109301,0.177205
0.0313333,0.0678746,0.10933,0.177205
0.0315,0.06798,0.109224,0.177204
0.0316667,0.0682092,0.108994,0.177203
0.0318333,0.0685501,0.108652,0.177202
0.032,0.0689904,0.108211,0.177202
0.0321667,0.0695178,0.107683,0.177201
0.0323333,0.0701201,0.10708,0.1772
0.0325,0.0707854,0.106414,0.177199
0.0326667,0.0715023,0.105696,0.177199
0.0328333,0.0722597,0.104938,0.177198
0.033,0.0730473,0.10415,0.177197
0.0331667,0.0738555,0.103341,0.177197
0.0333333,0.0746754,0.102521,0.177196
0.0335,0.0754987,0.101697,0.177196
0.0336667,0.0763183,0.100877,0.177196
0.0338333,0.0771274,0.100068,0.177195
0.034,0.0779205,0.0992743,0.177195
0.0341667,0.0786927,0.098502,0.177195
0.0343333,0.0794396,0.0977548,0.177194
0.0345,0.080158,0.0970362,0.177194
0.0346667,0.0808452,0.0963489,0.177194
0.0348333,0.0814989,0.0956951,0.177194
0.035,0.0821179,0.0950761,0.177194
0.0351667,0.082701,0.0944929,0.177194
0.0353333,0.083248,0.093946,0.177194
0.0355,0.0837587,0.0934352,0.177194
0.0356667,0.0842336,0.0929604,0.177194
0.0358333,0.0846733,0.0925207,0.177194
0.036,0.0850789,0.0921152,0.177194
0.0361667,0.0854515,0.0917428,0.177194
0.0363333,0.0857925,0.0914019,0.177194
0.0365,0.0861034,0.0910911,0.177194
0.0366667,0.0863858,0.0908087,0.177195
0.0368333,0.0866415,0.0905531,0.177195
0.037,0.0868722,0.0903225,0.177195
0.0371667,0.0870796,0.0901153,0.177195
0.0373333,0.0872654,0.0899296,0.177195
0.0375,0.0874313,0.0897638,0.177195
0.0376667,0.0875789,0.0896162,0.177195
0.0378333,0.0877099,0.0894853,0.177195
0.038,0.0878258,0.0893695,0.177195
0.0381667,0.0879279,0.0892675,0.177195
0.0383333,0.0880177,0.0891778,0.177196
0.0385,0.0880963,0.0890993,0.177196
0.0386667,0.0881649,0.0890307,0.177196
0.0388333,0.0882247,0.088971,0.177196
0.039,0.0882766,0.0889191,0.177196
0.0391667,0.0883216,0.0888743,0.177196
0.0393333,0.0883603,0.0888355,0.177196
0.0395,0.0883937,0.0888022,0.177196
0.0396667,0.0884224,0.0887736,0.177196
0.0398333,0.0884469,0.0887491,0.177196
0.04,0.0884679,0.0887281,0.177196
0.0401667,0.0884857,0.0887103,0.177196
0.0403333,0.0885009,0.0886952,0.177196
0.0405,0.0885138,0.0886823,0.177196
0.0406667,0.0885247,0.0886714,0.177196
0.0408333,0.088534,0.0886621,0.177196
0.041,0.0885418,0.0886543,0.177196
0.0411667,0.0885485,0.0886476,0.177196
0.0413333,0.0885542,0.088642,0.177196
0.0415,0.088559,0.0886372,0.177196
0.0416667,0.0885631,0.0886331,0.177196
0.0418333,0.0885666,0.0886295,0.177196
0.042,0.0885697,0.0886265,0.177196
0.0421667,0.0885724,0.0886238,0.177196
0.0423333,0.0885748,0.0886214,0.177196
0.0425,0.0885769,0.0886193,0.177196
0.0426667,0.0885788,0.0886174,0.177196
0.0428333,0.0885805,0.0886157,0.177196
0.043,0.0885821,0.0886141,0.177196
0.0431667,0.0885835,0.0886126,0.177196
0.0433333,0.0885849,0.0886113,0.177196
0.0435,0.0885862,0.08861,0.177196
0.0436667,0.0885874,0.0886088,0.177196
0.0438333,0.0885885,0.0886077,0.177196
0.044,0.0885895,0.0886067,0.177196
0.0441667,0.0885904,0.0886058,0.177196
0.0443333,0.0885912,0.088605,0.177196
0.0445,0.0885919,0.0886043,0.177196
0.0446667,0.0885925,0.0886037,0.177196
0.0448333,0.0885929,0.0886033,0.177196
0.045,0.0885932,0.088603,0.177196
0.0451667,0.0885934,0.0886028,0.177196
0.0453333,0.0885934,0.0886028,0.177196
0.0455,0.0885932,0.0886029,0.177196
0.0456667,0.0885929,0.0886033,0.177196
0.0458333,0.0885924,0.0886038,0.177196
0.046,0.0885917,0.0886045,0.177196
0.0461667,0.0885909,0.0886053,0.177196
0.0463333,0.0885898,0.0886064,0.177196
0.0465,0.0885886,0.0886076,0.177196
0.0466667,0.0885872,0.0886089,0.177196
0.0468333,0.0885857,0.0886105,0.177196
0.047,0.0885841,0.0886121,0.177196
0.0471667,0.0885823,0.0886139,0.177196
0.0473333,0.0885804,0.0886158,0.177196
0.0475,0.0885785,0.0886177,0.177196
0.0476667,0.0885764,0.0886197,0.177196
0.0478333,0.0885744,0.0886218,0.177196
0.048,0.0885724,0.0886238,0.177196
0.0481667,0.0885704,0.0886258,0.177196
0.0483333,0.0885684,0.0886278,0.177196
0.0485,0.0885665,0.0886297,0.177196
0.0486667,0.0885647,0.0886315,0.177196
0.0488333,0.0885631,0.0886331,0.177196
0.049,0.0885616,0.0886346,0.177196
0.0491667,0.0885603,0.0886359,0.177196
0.0493333,0.0885592,0.088637,0.177196
0.0495,0.0885583,0.0886379,0.177196
0.0496667,0.0885577,0.0886385,0.177196
0.0498333,0.0885573,0.088639,0.177196
0.05,0.0885571,0.0886391,0.177196
0.0501667,0.0885572,0.088639,0.177196
0.0503333,0.0885575,0.0886387,0.177196
0.0505,0.0885581,0.0886381,0.177196
0.0506667,0.0885589,0.0886373,0.177196
0.0508333,0.08856,0.0886362,0.177196
0.051,0.0885612,0.088635,0.177196
0.0511667,0.0885627,0.0886336,0.177196
0.0513333,0.0885643,0.0886319,0.177196
0.0515,0.088566,0.0886302,0.177196
0.0516667,0.0885679,0.0886283,0.177196
0.0518333,0.0885698,0.0886264,0.177196
0.052,0.0885718,0.0886244,0.177196
0.0521667,0.0885739,0.0886223,0.177196
0.0523333,0.088576,0.0886202,0.177196
0.0525,0.088578,0.0886182,0.177196
0.0526667,0.08858,0.0886162,0.177196
0.0528333,0.0885819,0.0886143,0.177196
0.053,0.0885837,0.0886125,0.177196
0.0531667,0.0885854,0.0886108,0.177196
0.0533333,0.088587,0.0886092,0.177196
0.0535,0.0885884,0.0886077,0.177196
0.0536667,0.0885897,0.0886065,0.177196
0.0538333,0.0885908,0.0886054,0.177196
0.054,0.0885917,0.0886044,0.177196
0.0541667,0.0885925,0.0886037,0.177196
0.0543333,0.0885931,0.0886031,0.177196
0.0545,0.0885935,0.0886027,0.177196
0.0546667,0.0885937,0.0886025,0.177196
0.0548333,0.0885937,0.0886024,0.177196
0.055,0.0885937,0.0886025,0.177196
0.0551667,0.0885934,0.0886028,0.177196
0.0553333,0.0885931,0.0886031,0.177196
0.0555,0.0885926,0.0886036,0.177196
0.0556667,0.088592,0.0886042,0.177196
0.0558333,0.0885914,0.0886048,0.177196
0.056,0.0885907,0.0886055,0.177196
0.0561667,0.0885899,0.0886063,0.177196
0.0563333,0.0885892,0.088607,0.177196
0.0565,0.0885884,0.0886078,0.177196
0.0566667,0.0885876,0.0886086,0.177196
0.0568333,0.0885869,0.0886093,0.177196
0.057,0.0885862,0.08861,0.177196
0.0571667,0.0885856,0.0886106,0.177196
0.0573333,0.0885851,0.0886111,0.177196
0.0575,0.0885847,0.0886115,0.177196
0.0576667,0.0885845,0.0886117,0.177196
0.0578333,0.0885844,0.0886118,0.177196
0.058,0.0885845,0.0886117,0.177196
0.0581667,0.0885849,0.0886113,0.177196
0.0583333,0.0885855,0.0886107,0.177196
0.0585,0.0885864,0.0886098,0.177196
0.0586667,0.0885877,0.0886086,0.177196
0.0588333,0.0885893,0.0886069,0.177196
0.059,0.0885914,0.0886048,0.177196
0.0591667,0.0885941,0.0886021,0.177196
0.0593333,0.0885974,0.0885989,0.177196
0.0595,0.0886014,0.0885949,0.177196
0.0596667,0.0886062,0.08859,0.177196
0.0598333,0.088612,0.0885843,0.177196
0.06,0.0886189,0.0885774,0.177196
0.0601667,0.088627,0.0885693,0.177196
0.0603333,0.0886366,0.0885597,0.177196
0.0605,0.0886479,0.0885484,0.177196
0.0606667,0.0886611,0.0885352,0.177196
0.0608333,0.0886765,0.0885198,0.177196
0.061,0.0886944,0.088502,0.177196
0.0611667,0.0887151,0.0884813,0.177196
0.0613333,0.0887391,0.0884573,0.177196
0.0615,0.0887667,0.0884298,0.177196
0.0616667,0.0887984,0.0883981,0.177196
0.0618333,0.0888346,0.0883619,0.177197
0.062,0.0888761,0.0883205,0.177197
0.0621667,0.0889232,0.0882734,0.177197
0.0623333,0.0889767,0.0882199,0.177197
0.0625,0.0890373,0.0881594,0.177197
0.0626667,0.0891057,0.088091,0.177197
0.0628333,0.0891826,0.0880142,0.177197
0.063,0.0892688,0.087928,0.177197
0.0631667,0.0893652,0.0878317,0.177197
0.0633333,0.0894726,0.0877243,0.177197
0.0635,0.0895919,0.0876051,0.177197
0.0636667,0.089724,0.0874731,0.177197
0.0638333,0.0898697,0.0873274,0.177197
0.064,0.0900299,0.0871673,0.177197
0.0641667,0.0902053,0.0869919,0.177197
0.0643333,0.0903969,0.0868003,0.177197
0.0645,0.0906052,0.086592,0.177197
0.0646667,0.090831,0.0863664,0.177197
0.0648333,0.0910746,0.0861228,0.177197
0.065,0.0913364,0.0858609,0.177197
0.0651667,0.0916167,0.0855807,0.177197
0.0653333,0.0919154,0.0852819,0.177197
0.0655,0.0922324,0.0849649,0.177197
0.0656667,0.0925672,0.0846301,0.177197
0.0658333,0.092919,0.0842782,0.177197
0.066,0.0932868,0.0839103,0.177197
0.0661667,0.0936694,0.0835276,0.177197
0.0663333,0.0940649,0.083132,0.177197
0.0665,0.0944714,0.0827254,0.177197
0.0666667,0.0948863,0.0823103,0.177197
0.0668333,0.0953068,0.0818896,0.177196
0.067,0.0957296,0.0814665,0.177196
0.0671667,0.0961511,0.0810448,0.177196
0.0673333,0.0965671,0.0806285,0.177196
0.0675,0.0969732,0.0802221,0.177195
0.0676667,0.0973644,0.0798305,0.177195
0.0678333,0.0977356,0.079459,0.177195
0.068,0.0980812,0.079113,0.177194
0.0681667,0.0983954,0.0787984,0.177194
0.0683333,0.0986721,0.0785214,0.177193
0.0685,0.098905,0.0782881,0.177193
0.0686667,0.0990879,0.0781048,0.177193
0.0688333,0.0992145,0.0779778,0.177192
0.069,0.0992784,0.0779135,0.177192
0.0691667,0.0992736,0.0779179,0.177192
0.0693333,0.0991944,0.0779968,0.177191
0.0695,0.0990351,0.0781558,0.177191
0.0696667,0.0987909,0.0783997,0.177191
0.0698333,0.0984573,0.0787331,0.17719
0.07,0.0980307,0.0791595,0.17719
0.0701667,0.0975081,0.0796819,0.17719
0.0703333,0.0968875,0.0803025,0.17719
0.0705,0.0961679,0.0810221,0.17719
0.0706667,0.0953493,0.0818408,0.17719
0.0708333,0.0944328,0.0827574,0.17719
0.071,0.0934209,0.0837696,0.17719
0.0711667,0.092317,0.0848737,0.177191
0.0713333,0.0911261,0.0860651,0.177191
0.0715,0.0898542,0.0873374,0.177192
0.0716667,0.0885087,0.0886835,0.177192
0.0718333,0.0870982,0.0900946,0.177193
0.072,0.0856324,0.091561,0.177193
0.0721667,0.0841221,0.093072,0.177194
0.0723333,0.0825792,0.0946157,0.177195
0.0725,0.0810163,0.0961794,0.177196
0.0726667,0.0794469,0.0977498,0.177197
0.0728333,0.0778849,0.0993127,0.177198
0.073,0.0763446,0.100854,0.177198
0.0731667,0.0748408,0.102359,0.177199
0.0733333,0.0733881,0.103812,0.1772
0.0735,0.0720009,0.1052,0.177201
0.0736667,0.0706934,0.106509,0.177202
0.0738333,0.0694792,0.107724,0.177203
0.074,0.0683711,0.108832,0.177204
0.0741667,0.067381,0.109823,0.177204
0.0743333,0.0665195,0.110685,0.177205
0.0745,0.0657962,0.111409,0.177205
0.0746667,0.0652191,0.111987,0.177206
0.0748333,0.0647947,0.112411,0.177206
0.075,0.0645277,0.112679,0.177206
0.0751667,0.0644213,0.112785,0.177206
