t,x,y
0.01,0.707107,0.707107
0.02,1.41351,1.41253
0.03,2.1192,2.11626
0.04,2.82419,2.81831
0.05,3.52848,3.51868
0.06,4.23207,4.21738
0.07,4.93496,4.9144
0.08,5.63716,5.60975
0.09,6.33866,6.30343
0.1,7.03947,6.99545
0.11,7.7396,7.6858
0.12,8.43903,8.37449
0.13,9.13777,9.06153
0.14,9.83583,9.74692
0.15,10.5332,10.4306
0.16,11.2299,11.1127
0.17,11.9259,11.7932
0.18,12.6213,12.472
0.19,13.3159,13.1491
0.2,14.0099,13.8246
0.21,14.7032,14.4985
0.22,15.3959,15.1708
0.23,16.0879,15.8414
0.24,16.7792,16.5104
0.25,17.4698,17.1777
0.26,18.1598,17.8435
0.27,18.8491,18.5076
0.28,19.5378,19.1701
0.29,20.2258,19.831
0.3,20.9132,20.4903
0.31,21.5998,21.148
0.32,22.2859,21.804
0.33,22.9713,22.4585
0.34,23.656,23.1113
0.35,24.3401,23.7626
0.36,25.0236,24.4123
0.37,25.7064,25.0603
0.38,26.3885,25.7068
0.39,27.07,26.3517
0.4,27.7509,26.995
0.41,28.4312,27.6368
0.42,29.1108,28.2769
0.43,29.7897,28.9155
0.44,30.4681,29.5524
0.45,31.1458,30.1879
0.46,31.8228,30.8217
0.47,32.4993,31.454
0.48,33.1751,32.0847
0.49,33.8503,32.7138
0.5,34.5249,33.3414
0.51,35.1988,33.9674
0.52,35.8722,34.5919
0.53,36.5449,35.2148
0.54,37.217,35.8362
0.55,37.8885,36.456
0.56,38.5593,37.0742
0.57,39.2296,37.691
0.58,39.8992,38.3061
0.59,40.5683,38.9198
0.6,41.2367,39.5319
0.61,41.9045,40.1424
0.62,42.5718,40.7515
0.63,43.2384,41.3589
0.64,43.9044,41.9649
0.65,44.5698,42.5694
0.66,45.2346,43.1723
0.67,45.8988,43.7737
0.68,46.5625,44.3735
0.69,47.2255,44.9719
0.7,47.8879,45.5687
0.71,48.5498,46.1641
0.72,49.2111,46.7579
0.73,49.8717,47.3502
0.74,50.5318,47.941
0.75,51.1913,48.5303
0.76,51.8502,49.1181
0.77,52.5086,49.7044
0.78,53.1663,50.2892
0.79,53.8235,50.8725
0.8,54.4801,51.4543
0.81,55.1361,52.0346
0.82,55.7916,52.6134
0.83,56.4465,53.1908
0.84,57.1008,53.7666
0.85,57.7545,54.341
0.86,58.4077,54.9139
0.87,59.0603,55.4853
0.88,59.7123,56.0552
0.89,60.3638,56.6237
0.9,61.0147,57.1907
0.91,61.665,57.7562
0.92,62.3148,58.3202
0.93,62.964,58.8828
0.94,63.6127,59.4439
0.95,64.2608,60.0036
0.96,64.9083,60.5618
0.97,65.5553,61.1185
0.98,66.2018,61.6738
0.99,66.8477,62.2276
1,67.493,62.78
1.01,68.1378,63.3309
1.02,68.7821,63.8804
1.03,69.4258,64.4285
1.04,70.0689,64.975
1.05,70.7116,65.5202
1.06,71.3536,66.0639
1.07,71.9952,66.6062
1.08,72.6362,67.147
1.09,73.2766,67.6864
1.1,73.9166,68.2243
1.11,74.5559,68.7609
1.12,75.1948,69.296
1.13,75.8331,69.8297
1.14,76.4709,70.3619
1.15,77.1082,70.8927
1.16,77.7449,71.4221
1.17,78.3811,71.9501
1.18,79.0168,72.4767
1.19,79.652,73.0018
1.2,80.2866,73.5256
1.21,80.9207,74.0479
1.22,81.5543,74.5688
1.23,82.1874,75.0883
1.24,82.8199,75.6064
1.25,83.452,76.1231
1.26,84.0835,76.6384
1.27,84.7145,77.1523
1.28,85.345,77.6648
1.29,85.9749,78.1759
1.3,86.6044,78.6856
1.31,87.2334,79.1939
1.32,87.8618,79.7008
1.33,88.4898,80.2064
1.34,89.1172,80.7105
1.35,89.7441,81.2133
1.36,90.3705,81.7146
1.37,90.9965,82.2146
1.38,91.6219,82.7132
1.39,92.2468,83.2104
1.4,92.8712,83.7063
1.41,93.4952,84.2007
1.42,94.1186,84.6938
1.43,94.7415,85.1855
1.44,95.364,85.6759
1.45,95.9859,86.1649
1.46,96.6074,86.6525
1.47,97.2283,87.1387
1.48,97.8488,87.6236
1.49,98.4688,88.1071
1.5,99.0883,88.5893
1.51,99.7073,89.0701
1.52,100.326,89.5495
1.53,100.944,90.0276
1.54,101.561,90.5043
1.55,102.178,90.9797
1.56,102.795,91.4537
1.57,103.411,91.9264
1.58,104.027,92.3977
1.59,104.642,92.8677
1.6,105.257,93.3363
1.61,105.871,93.8036
1.62,106.485,94.2696
1.63,107.098,94.7342
1.64,107.711,95.1975
1.65,108.323,95.6594
1.66,108.935,96.12
1.67,109.546,96.5792
1.68,110.157,97.0372
1.69,110.768,97.4938
1.7,111.378,97.9491
1.71,111.987,98.403
1.72,112.596,98.8556
1.73,113.205,99.3069
1.74,113.813,99.7569
