t,x,y
0.0288321,2.03874,2.03874
0.0576642,4.07747,4.06932
0.0864962,6.11621,6.09174
0.115328,8.15494,8.10601
0.14416,10.1937,10.1121
0.172992,12.2324,12.1101
0.201825,14.2712,14.0999
0.230657,16.3099,16.0815
0.259489,18.3486,18.055
0.288321,20.3874,20.0204
0.317153,22.4261,21.9776
0.345985,24.4648,23.9266
0.374817,26.5036,25.8675
0.403649,28.5423,27.8002
0.432481,30.581,29.7248
0.461313,32.6198,31.6412
0.490145,34.6585,33.5494
0.518977,36.6972,35.4495
0.54781,38.736,37.3415
0.576642,40.7747,39.2253
0.605474,42.8135,41.1009
0.634306,44.8522,42.9684
0.663138,46.8909,44.8277
0.69197,48.9297,46.6789
0.720802,50.9684,48.5219
0.749634,53.0071,50.3568
0.778466,55.0459,52.1835
0.807298,57.0846,54.002
0.83613,59.1233,55.8124
0.864962,61.1621,57.6147
0.893795,63.2008,59.4088
0.922627,65.2396,61.1947
0.951459,67.2783,62.9725
0.980291,69.317,64.7421
1.00912,71.3558,66.5036
1.03795,73.3945,68.2569
1.06679,75.4332,70.002
1.09562,77.472,71.739
1.12445,79.5107,73.4679
1.15328,81.5494,75.1886
1.18212,83.5882,76.9011
1.21095,85.6269,78.6055
1.23978,87.6656,80.3017
1.26861,89.7044,81.9898
1.29744,91.7431,83.6697
1.32628,93.7819,85.3415
1.35511,95.8206,87.0051
1.38394,97.8593,88.6606
1.41277,99.8981,90.3078
1.4416,101.937,91.947
1.47044,103.976,93.578
1.49927,106.014,95.2008
1.5281,108.053,96.8155
1.55693,110.092,98.422
1.58576,112.13,100.02
1.6146,114.169,101.611
1.64343,116.208,103.193
1.67226,118.247,104.767
1.70109,120.285,106.332
1.72992,122.324,107.89
1.75876,124.363,109.439
1.78759,126.402,110.981
1.81642,128.44,112.514
1.84525,130.479,114.039
1.87409,132.518,115.556
1.90292,134.557,117.064
1.93175,136.595,118.565
1.96058,138.634,120.057
1.98941,140.673,121.541
2.01825,142.712,123.017
2.04708,144.75,124.485
2.07591,146.789,125.945
2.10474,148.828,127.397
2.13357,150.866,128.84
2.16241,152.905,130.275
2.19124,154.944,131.702
2.22007,156.983,133.121
2.2489,159.021,134.532
2.27773,161.06,135.935
2.30657,163.099,137.329
2.3354,165.138,138.716
2.36423,167.176,140.094
2.39306,169.215,141.464
2.42189,171.254,142.826
2.45073,173.293,144.179
2.47956,175.331,145.525
2.50839,177.37,146.862
2.53722,179.409,148.192
2.56606,181.448,149.513
2.59489,183.486,150.826
2.62372,185.525,152.13
2.65255,187.564,153.427
2.68138,189.602,154.716
2.71022,191.641,155.996
2.73905,193.68,157.268
2.76788,195.719,158.532
2.79671,197.757,159.788
2.82554,199.796,161.036
2.85438,201.835,162.275
2.88321,203.874,163.507
2.91204,205.912,164.73
2.94087,207.951,165.945
2.9697,209.99,167.152
2.99854,212.029,168.351
3.02737,214.067,169.541
3.0562,216.106,170.724
