t,x,y
0.01,0.707107,0.707107
0.02,1.41414,1.41316
0.03,2.12111,2.11817
0.04,2.828,2.82212
0.05,3.53483,3.52502
0.06,4.24158,4.22687
0.07,4.94826,4.92767
0.08,5.65488,5.62742
0.09,6.36142,6.32611
0.1,7.06789,7.02376
0.11,7.7743,7.72036
0.12,8.48063,8.4159
0.13,9.18689,9.1104
0.14,9.89308,9.80385
0.15,10.5992,10.4962
0.16,11.3053,11.1876
0.17,12.0112,11.8779
0.18,12.7172,12.5671
0.19,13.423,13.2553
0.2,14.1288,13.9425
0.21,14.8345,14.6286
0.22,15.5401,15.3137
0.23,16.2457,15.9977
0.24,16.9512,16.6806
0.25,17.6566,17.3625
0.26,18.362,18.0434
0.27,19.0672,18.7232
0.28,19.7725,19.402
0.29,20.4776,20.0797
0.3,21.1827,20.7564
0.31,21.8877,21.432
0.32,22.5927,22.1066
0.33,23.2975,22.7801
0.34,24.0023,23.4526
0.35,24.7071,24.124
0.36,25.4117,24.7944
0.37,26.1163,25.4637
0.38,26.8209,26.132
0.39,27.5253,26.7993
0.4,28.2297,27.4655
0.41,28.9341,28.1307
0.42,29.6383,28.7948
0.43,30.3425,29.4579
0.44,31.0466,30.1199
0.45,31.7507,30.7809
0.46,32.4547,31.4408
0.47,33.1586,32.0997
0.48,33.8624,32.7575
0.49,34.5662,33.4143
0.5,35.2699,34.0701
0.51,35.9736,34.7248
0.52,36.6772,35.3785
0.53,37.3807,36.0311
0.54,38.0841,36.6827
0.55,38.7875,37.3332
0.56,39.4908,37.9827
0.57,40.1941,38.6312
0.58,40.8972,39.2786
0.59,41.6003,39.925
0.6,42.3034,40.5703
0.61,43.0064,41.2146
0.62,43.7093,41.8578
0.63,44.4121,42.5
0.64,45.1149,43.1412
0.65,45.8176,43.7813
0.66,46.5202,44.4203
0.67,47.2228,45.0584
0.68,47.9253,45.6954
0.69,48.6277,46.3313
0.7,49.3301,46.9662
0.71,50.0324,47.6001
0.72,50.7347,48.2329
0.73,51.4368,48.8647
0.74,52.1389,49.4954
0.75,52.841,50.1251
0.76,53.5429,50.7538
0.77,54.2449,51.3814
0.78,54.9467,52.008
0.79,55.6485,52.6335
0.8,56.3502,53.258
0.81,57.0518,53.8815
0.82,57.7534,54.5039
0.83,58.4549,55.1253
0.84,59.1564,55.7456
0.85,59.8578,56.3649
0.86,60.5591,56.9832
0.87,61.2603,57.6004
0.88,61.9615,58.2166
0.89,62.6626,58.8318
0.9,63.3637,59.4459
0.91,64.0647,60.0589
0.92,64.7656,60.671
0.93,65.4664,61.282
0.94,66.1672,61.8919
0.95,66.868,62.5009
0.96,67.5686,63.1087
0.97,68.2692,63.7156
0.98,68.9698,64.3214
0.99,69.6702,64.9262
1,70.3706,65.5299
1.01,71.071,66.1326
1.02,71.7712,66.7343
1.03,72.4714,67.3349
1.04,73.1716,67.9345
1.05,73.8717,68.533
1.06,74.5717,69.1305
1.07,75.2716,69.727
1.08,75.9715,70.3225
1.09,76.6713,70.9169
1.1,77.3711,71.5102
1.11,78.0708,72.1026
1.12,78.7704,72.6939
1.13,79.47,73.2841
1.14,80.1695,73.8734
1.15,80.8689,74.4616
1.16,81.5683,75.0487
1.17,82.2676,75.6349
1.18,82.9669,76.22
1.19,83.666,76.804
1.2,84.3652,77.387
1.21,85.0642,77.969
1.22,85.7632,78.55
1.23,86.4621,79.1299
1.24,87.161,79.7088
1.25,87.8598,80.2866
1.26,88.5585,80.8635
1.27,89.2572,81.4393
1.28,89.9558,82.014
1.29,90.6544,82.5877
1.3,91.3529,83.1604
1.31,92.0513,83.7321
1.32,92.7496,84.3027
1.33,93.4479,84.8723
1.34,94.1462,85.4409
1.35,94.8443,86.0084
1.36,95.5424,86.5749
1.37,96.2405,87.1403
1.38,96.9385,87.7048
1.39,97.6364,88.2682
1.4,98.3342,88.8305
1.41,99.032,89.3919
1.42,99.7298,89.9522
1.43,100.427,90.5115
1.44,101.125,91.0697
1.45,101.823,91.6269
1.46,102.52,92.1831
1.47,103.217,92.7382
1.48,103.915,93.2924
1.49,104.612,93.8455
1.5,105.309,94.3975
1.51,106.007,94.9485
1.52,106.704,95.4985
1.53,107.401,96.0475
1.54,108.098,96.5955
1.55,108.795,97.1424
1.56,109.491,97.6882
1.57,110.188,98.2331
1.58,110.885,98.7769
1.59,111.582,99.3197
1.6,112.278,99.8615
1.61,112.975,100.402
1.62,113.671,100.942
1.63,114.368,101.481
1.64,115.064,102.018
1.65,115.76,102.555
1.66,116.457,103.09
1.67,117.153,103.625
1.68,117.849,104.159
1.69,118.545,104.691
1.7,119.241,105.223
1.71,119.937,105.753
1.72,120.633,106.282
1.73,121.329,106.811
1.74,122.024,107.338
1.75,122.72,107.865
1.76,123.416,108.39
1.77,124.111,108.914
1.78,124.807,109.437
1.79,125.502,109.96
1.8,126.198,110.481
1.81,126.893,111.001
1.82,127.588,111.52
1.83,128.284,112.038
1.84,128.979,112.555
1.85,129.674,113.072
1.86,130.369,113.587
1.87,131.064,114.101
1.88,131.759,114.614
1.89,132.454,115.126
1.9,133.148,115.637
1.91,133.843,116.147
1.92,134.538,116.655
1.93,135.232,117.163
1.94,135.927,117.67
1.95,136.621,118.176
1.96,137.316,118.681
1.97,138.01,119.185
1.98,138.705,119.687
1.99,139.399,120.189
2,140.093,120.69
2.01,140.787,121.189
2.02,141.481,121.688
2.03,142.175,122.186
2.04,142.869,122.682
2.05,143.563,123.178
2.06,144.257,123.673
2.07,144.951,124.166
2.08,145.644,124.659
2.09,146.338,125.15
2.1,147.032,125.641
2.11,147.725,126.13
2.12,148.419,126.618
2.13,149.112,127.106
2.14,149.806,127.592
2.15,150.499,128.078
2.16,151.192,128.562
2.17,151.885,129.045
2.18,152.578,129.528
2.19,153.272,130.009
2.2,153.965,130.489
2.21,154.658,130.968
2.22,155.35,131.447
2.23,156.043,131.924
2.24,156.736,132.4
2.25,157.429,132.875
2.26,158.121,133.349
2.27,158.814,133.822
2.28,159.507,134.294
2.29,160.199,134.765
2.3,160.892,135.236
2.31,161.584,135.705
2.32,162.276,136.173
2.33,162.968,136.64
2.34,163.661,137.106
2.35,164.353,137.57
2.36,165.045,138.034
