t,x,y
0.288321,20.3874,20.3874
0.576642,40.7747,39.9592
0.864962,61.1621,58.7156
1.15328,81.5494,76.6565
1.4416,101.937,93.7819
1.72992,122.324,110.092
2.01825,142.712,125.586
2.30657,163.099,140.265
2.59489,183.486,154.128
2.88321,203.874,167.176
3.17153,224.261,179.409
3.45985,244.648,190.826
3.74817,265.036,201.427
4.03649,285.423,211.213
4.32481,305.81,220.183
4.61313,326.198,228.338
4.90145,346.585,235.678
5.18977,366.972,242.202
5.4781,387.36,247.91
5.76642,407.747,252.803
6.05474,428.135,256.881
6.34306,448.522,260.143
6.63138,468.909,262.589
6.9197,489.297,264.22
7.20802,509.684,265.036
7.49634,530.071,265.036
7.78466,550.459,264.22
8.07298,570.846,262.589
8.3613,591.233,260.143
8.64962,611.621,256.881
8.93795,632.008,252.803
9.22627,652.396,247.91
9.51459,672.783,242.202
9.80291,693.17,235.678
10.0912,713.558,228.338
10.3795,733.945,220.183
10.6679,754.332,211.213
10.9562,774.72,201.427
11.2445,795.107,190.826
11.5328,815.494,179.409
11.8212,835.882,167.176
12.1095,856.269,154.128
12.3978,876.656,140.265
12.6861,897.044,125.586
12.9744,917.431,110.092
13.2628,937.819,93.7819
13.5511,958.206,76.6565
13.8394,978.593,58.7156
14.1277,998.981,39.9592
14.416,1019.37,20.3874
14.7044,1039.76,0
