t,x,y
0.01,0.707107,0.707107
0.02,1.41386,1.41288
0.03,2.12026,2.11732
0.04,2.82631,2.82042
0.05,3.532,3.5222
0.06,4.23735,4.22264
0.07,4.94234,4.92176
0.08,5.64699,5.61955
0.09,6.35128,6.31601
0.1,7.05523,7.01114
0.11,7.75883,7.70495
0.12,8.46208,8.39744
0.13,9.16498,9.0886
0.14,9.86754,9.77844
0.15,10.5697,10.467
0.16,11.2716,11.1542
0.17,11.9731,11.84
0.18,12.6743,12.5246
0.19,13.3751,13.2079
0.2,14.0756,13.8898
0.21,14.7758,14.5704
0.22,15.4756,15.2497
0.23,16.1751,15.9277
0.24,16.8742,16.6044
0.25,17.573,17.2798
0.26,18.2714,17.9538
0.27,18.9695,18.6266
0.28,19.6673,19.298
0.29,20.3647,19.9682
0.3,21.0618,20.637
0.31,21.7586,21.3046
0.32,22.455,21.9708
0.33,23.1511,22.6357
0.34,23.8468,23.2993
0.35,24.5422,23.9617
0.36,25.2373,24.6227
0.37,25.932,25.2824
0.38,26.6265,25.9409
0.39,27.3205,26.598
0.4,28.0143,27.2538
0.41,28.7077,27.9084
0.42,29.4008,28.5616
0.43,30.0936,29.2136
0.44,30.786,29.8643
0.45,31.4781,30.5136
0.46,32.1699,31.1617
0.47,32.8613,31.8085
0.48,33.5524,32.4541
0.49,34.2432,33.0983
0.5,34.9337,33.7412
0.51,35.6238,34.3829
0.52,36.3136,35.0233
0.53,37.0031,35.6624
0.54,37.6923,36.3002
0.55,38.3811,36.9367
0.56,39.0696,37.572
0.57,39.7578,38.2059
0.58,40.4457,38.8386
0.59,41.1332,39.4701
0.6,41.8205,40.1002
0.61,42.5074,40.7291
0.62,43.194,41.3567
0.63,43.8802,41.983
0.64,44.5662,42.608
0.65,45.2518,43.2318
0.66,45.9371,43.8543
0.67,46.6221,44.4756
0.68,47.3068,45.0955
0.69,47.9912,45.7143
0.7,48.6752,46.3317
0.71,49.359,46.9479
0.72,50.0424,47.5628
0.73,50.7255,48.1764
0.74,51.4083,48.7888
0.75,52.0908,49.3999
0.76,52.7729,50.0098
0.77,53.4548,50.6184
0.78,54.1363,51.2257
0.79,54.8176,51.8318
0.8,55.4985,52.4366
0.81,56.1791,53.0402
0.82,56.8594,53.6425
0.83,57.5394,54.2436
0.84,58.2191,54.8434
0.85,58.8985,55.4419
0.86,59.5775,56.0392
0.87,60.2563,56.6353
0.88,60.9347,57.2301
0.89,61.6129,57.8236
0.9,62.2907,58.4159
0.91,62.9683,59.007
0.92,63.6455,59.5968
0.93,64.3224,60.1854
0.94,64.999,60.7727
0.95,65.6754,61.3587
0.96,66.3514,61.9436
0.97,67.0271,62.5272
0.98,67.7025,63.1095
0.99,68.3776,63.6906
1,69.0525,64.2705
1.01,69.727,64.8491
1.02,70.4012,65.4265
1.03,71.0751,66.0026
1.04,71.7487,66.5775
1.05,72.422,67.1512
1.06,73.095,67.7237
