t,x,y
0.01,5.73406,4.01504
0.02,11.4661,8.02768
0.03,17.1962,12.0379
0.04,22.9242,16.0458
0.05,28.6503,20.0513
0.06,34.3743,24.0544
0.07,40.0964,28.0552
0.08,45.8164,32.0535
0.09,51.5345,36.0495
0.1,57.2505,40.0431
0.11,62.9646,44.0344
0.12,68.6767,48.0232
0.13,74.3867,52.0097
0.14,80.0948,55.9939
0.15,85.8009,59.9756
0.16,91.5051,63.955
0.17,97.2072,67.932
0.18,102.907,71.9067
0.19,108.606,75.879
0.2,114.302,79.8489
0.21,119.996,83.8165
0.22,125.688,87.7817
0.23,131.378,91.7446
0.24,137.067,95.7051
0.25,142.753,99.6633
0.26,148.437,103.619
0.27,154.12,107.573
0.28,159.8,111.524
0.29,165.479,115.472
0.3,171.155,119.419
0.31,176.83,123.363
0.32,182.502,127.305
0.33,188.173,131.244
0.34,193.842,135.181
0.35,199.508,139.116
0.36,205.173,143.048
0.37,210.836,146.978
0.38,216.497,150.906
0.39,222.156,154.831
0.4,227.812,158.754
0.41,233.467,162.675
0.42,239.121,166.593
0.43,244.772,170.509
0.44,250.421,174.423
0.45,256.068,178.334
0.46,261.713,182.243
0.47,267.357,186.15
0.48,272.998,190.055
0.49,278.637,193.957
0.5,284.275,197.856
0.51,289.911,201.754
0.52,295.544,205.649
0.53,301.176,209.542
0.54,306.806,213.432
0.55,312.434,217.321
0.56,318.06,221.206
0.57,323.684,225.09
0.58,329.306,228.971
0.59,334.926,232.85
0.6,340.544,236.727
0.61,346.161,240.601
0.62,351.775,244.473
0.63,357.388,248.343
0.64,362.998,252.21
0.65,368.607,256.076
0.66,374.214,259.938
0.67,379.819,263.799
0.68,385.422,267.657
0.69,391.023,271.513
0.7,396.622,275.367
0.71,402.219,279.218
0.72,407.815,283.067
0.73,413.408,286.914
0.74,419,290.759
0.75,424.589,294.601
0.76,430.177,298.441
0.77,435.763,302.279
0.78,441.347,306.114
0.79,446.929,309.947
0.8,452.509,313.778
0.81,458.087,317.606
0.82,463.664,321.433
0.83,469.238,325.257
0.84,474.811,329.078
0.85,480.382,332.898
0.86,485.951,336.715
0.87,491.518,340.53
0.88,497.083,344.343
0.89,502.646,348.153
0.9,508.208,351.961
0.91,513.767,355.767
0.92,519.325,359.571
0.93,524.88,363.372
0.94,530.434,367.171
0.95,535.986,370.968
0.96,541.537,374.762
0.97,547.085,378.555
0.98,552.631,382.345
0.99,558.176,386.132
1,563.719,389.918
1.01,569.259,393.701
1.02,574.798,397.482
1.03,580.336,401.261
1.04,585.871,405.038
1.05,591.404,408.812
1.06,596.936,412.584
1.07,602.465,416.354
1.08,607.993,420.121
1.09,613.519,423.887
1.1,619.044,427.65
1.11,624.566,431.41
1.12,630.086,435.169
1.13,635.605,438.925
1.14,641.122,442.68
1.15,646.637,446.431
1.16,652.15,450.181
1.17,657.661,453.928
1.18,663.171,457.674
1.19,668.678,461.417
1.2,674.184,465.157
1.21,679.688,468.896
1.22,685.19,472.632
1.23,690.69,476.366
1.24,696.189,480.098
1.25,701.685,483.828
1.26,707.18,487.555
1.27,712.673,491.28
1.28,718.164,495.003
1.29,723.653,498.724
1.3,729.141,502.443
1.31,734.627,506.159
1.32,740.111,509.873
1.33,745.593,513.585
1.34,751.073,517.295
1.35,756.551,521.002
1.36,762.028,524.707
1.37,767.503,528.41
1.38,772.976,532.111
1.39,778.447,535.81
1.4,783.916,539.506
1.41,789.384,543.201
1.42,794.85,546.893
1.43,800.314,550.583
1.44,805.776,554.27
1.45,811.236,557.956
1.46,816.695,561.639
1.47,822.151,565.32
1.48,827.606,568.999
1.49,833.06,572.676
1.5,838.511,576.35
1.51,843.961,580.022
1.52,849.408,583.693
1.53,854.854,587.361
1.54,860.299,591.026
1.55,865.741,594.69
1.56,871.182,598.351
1.57,876.621,602.01
1.58,882.058,605.667
1.59,887.493,609.322
1.6,892.926,612.975
1.61,898.358,616.625
1.62,903.788,620.274
1.63,909.216,623.92
1.64,914.643,627.564
1.65,920.067,631.206
1.66,925.49,634.845
1.67,930.911,638.483
1.68,936.331,642.118
1.69,941.748,645.751
1.7,947.164,649.382
1.71,952.578,653.011
1.72,957.99,656.638
1.73,963.401,660.262
1.74,968.81,663.884
1.75,974.217,667.505
1.76,979.622,671.122
1.77,985.025,674.738
1.78,990.427,678.352
1.79,995.827,681.964
1.8,1001.23,685.573
1.81,1006.62,689.18
1.82,1012.02,692.785
1.83,1017.41,696.388
1.84,1022.8,699.989
1.85,1028.19,703.587
1.86,1033.58,707.184
1.87,1038.96,710.778
1.88,1044.35,714.37
1.89,1049.73,717.96
1.9,1055.11,721.548
1.91,1060.49,725.134
1.92,1065.87,728.718
1.93,1071.24,732.299
1.94,1076.62,735.878
1.95,1081.99,739.456
1.96,1087.36,743.031
1.97,1092.73,746.604
1.98,1098.09,750.174
1.99,1103.46,753.743
2,1108.82,757.31
2.01,1114.18,760.874
2.02,1119.54,764.436
2.03,1124.9,767.996
2.04,1130.26,771.554
2.05,1135.61,775.11
2.06,1140.97,778.664
2.07,1146.32,782.216
2.08,1151.67,785.765
2.09,1157.02,789.313
2.1,1162.36,792.858
2.11,1167.71,796.401
2.12,1173.05,799.942
2.13,1178.39,803.481
2.14,1183.73,807.018
2.15,1189.07,810.553
2.16,1194.4,814.085
2.17,1199.74,817.616
2.18,1205.07,821.144
2.19,1210.4,824.67
2.2,1215.73,828.194
2.21,1221.06,831.716
2.22,1226.38,835.236
2.23,1231.71,838.754
2.24,1237.03,842.27
2.25,1242.35,845.784
2.26,1247.67,849.295
2.27,1252.99,852.805
2.28,1258.3,856.312
2.29,1263.61,859.817
2.3,1268.93,863.32
2.31,1274.24,866.821
2.32,1279.55,870.32
2.33,1284.85,873.817
2.34,1290.16,877.312
2.35,1295.46,880.804
2.36,1300.76,884.295
2.37,1306.06,887.784
2.38,1311.36,891.27
2.39,1316.66,894.754
2.4,1321.96,898.236
2.41,1327.25,901.717
2.42,1332.54,905.195
2.43,1337.83,908.671
2.44,1343.12,912.145
2.45,1348.41,915.616
2.46,1353.69,919.086
2.47,1358.98,922.554
2.48,1364.26,926.019
2.49,1369.54,929.483
2.5,1374.82,932.944
2.51,1380.09,936.404
2.52,1385.37,939.861
2.53,1390.64,943.316
2.54,1395.91,946.769
2.55,1401.18,950.22
2.56,1406.45,953.669
2.57,1411.72,957.116
2.58,1416.98,960.561
2.59,1422.25,964.004
2.6,1427.51,967.445
2.61,1432.77,970.883
2.62,1438.03,974.32
2.63,1443.29,977.755
2.64,1448.54,981.187
2.65,1453.79,984.618
2.66,1459.05,988.046
2.67,1464.3,991.472
2.68,1469.55,994.897
2.69,1474.79,998.319
2.7,1480.04,1001.74
2.71,1485.28,1005.16
2.72,1490.52,1008.57
2.73,1495.76,1011.99
2.74,1501,1015.4
2.75,1506.24,1018.81
2.76,1511.48,1022.22
2.77,1516.71,1025.62
2.78,1521.94,1029.03
2.79,1527.17,1032.43
2.8,1532.4,1035.83
2.81,1537.63,1039.23
2.82,1542.86,1042.62
2.83,1548.08,1046.01
2.84,1553.3,1049.41
2.85,1558.52,1052.8
2.86,1563.74,1056.18
2.87,1568.96,1059.57
2.88,1574.18,1062.95
2.89,1579.39,1066.33
2.9,1584.6,1069.71
2.91,1589.82,1073.09
2.92,1595.02,1076.47
2.93,1600.23,1079.84
2.94,1605.44,1083.21
2.95,1610.64,1086.58
2.96,1615.85,1089.95
2.97,1621.05,1093.31
2.98,1626.25,1096.67
2.99,1631.45,1100.04
3,1636.64,1103.39
3.01,1641.84,1106.75
3.02,1647.03,1110.11
3.03,1652.22,1113.46
3.04,1657.41,1116.81
3.05,1662.6,1120.16
3.06,1667.79,1123.51
3.07,1672.97,1126.85
3.08,1678.16,1130.19
3.09,1683.34,1133.54
3.1,1688.52,1136.87
3.11,1693.7,1140.21
3.12,1698.88,1143.55
3.13,1704.05,1146.88
3.14,1709.23,1150.21
3.15,1714.4,1153.54
3.16,1719.57,1156.87
3.17,1724.74,1160.19
3.18,1729.91,1163.51
3.19,1735.08,1166.83
3.2,1740.24,1170.15
3.21,1745.4,1173.47
3.22,1750.57,1176.79
3.23,1755.73,1180.1
3.24,1760.88,1183.41
3.25,1766.04,1186.72
3.26,1771.2,1190.02
3.27,1776.35,1193.33
3.28,1781.5,1196.63
3.29,1786.65,1199.93
3.3,1791.8,1203.23
3.31,1796.95,1206.53
3.32,1802.09,1209.82
3.33,1807.24,1213.12
3.34,1812.38,1216.41
3.35,1817.52,1219.7
3.36,1822.66,1222.98
3.37,1827.8,1226.27
3.38,1832.94,1229.55
3.39,1838.07,1232.83
3.4,1843.2,1236.11
3.41,1848.34,1239.39
3.42,1853.47,1242.66
3.43,1858.59,1245.94
3.44,1863.72,1249.21
3.45,1868.85,1252.48
3.46,1873.97,1255.74
3.47,1879.09,1259.01
3.48,1884.21,1262.27
3.49,1889.33,1265.53
3.5,1894.45,1268.79
3.51,1899.57,1272.05
3.52,1904.68,1275.31
3.53,1909.79,1278.56
3.54,1914.91,1281.81
3.55,1920.02,1285.06
3.56,1925.12,1288.31
3.57,1930.23,1291.55
3.58,1935.34,1294.8
3.59,1940.44,1298.04
3.6,1945.54,1301.28
3.61,1950.64,1304.52
3.62,1955.74,1307.75
3.63,1960.84,1310.99
3.64,1965.94,1314.22
3.65,1971.03,1317.45
3.66,1976.12,1320.68
3.67,1981.21,1323.9
3.68,1986.3,1327.13
3.69,1991.39,1330.35
3.7,1996.48,1333.57
3.71,2001.56,1336.79
3.72,2006.65,1340
3.73,2011.73,1343.22
3.74,2016.81,1346.43
3.75,2021.89,1349.64
3.76,2026.97,1352.85
3.77,2032.04,1356.05
3.78,2037.12,1359.26
3.79,2042.19,1362.46
3.8,2047.26,1365.66
3.81,2052.33,1368.86
3.82,2057.4,1372.06
3.83,2062.47,1375.25
3.84,2067.53,1378.44
3.85,2072.6,1381.64
3.86,2077.66,1384.82
3.87,2082.72,1388.01
3.88,2087.78,1391.2
3.89,2092.84,1394.38
3.9,2097.89,1397.56
3.91,2102.95,1400.74
3.92,2108,1403.92
3.93,2113.05,1407.09
3.94,2118.11,1410.27
3.95,2123.15,1413.44
3.96,2128.2,1416.61
3.97,2133.25,1419.78
3.98,2138.29,1422.94
3.99,2143.33,1426.11
4,2148.38,1429.27
4.01,2153.42,1432.43
4.02,2158.45,1435.59
4.03,2163.49,1438.74
4.04,2168.53,1441.9
4.05,2173.56,1445.05
4.06,2178.59,1448.2
4.07,2183.62,1451.35
4.08,2188.65,1454.5
4.09,2193.68,1457.64
4.1,2198.71,1460.78
4.11,2203.73,1463.92
4.12,2208.75,1467.06
4.13,2213.78,1470.2
4.14,2218.8,1473.34
4.15,2223.82,1476.47
4.16,2228.83,1479.6
4.17,2233.85,1482.73
4.18,2238.86,1485.86
4.19,2243.88,1488.98
4.2,2248.89,1492.11
4.21,2253.9,1495.23
4.22,2258.91,1498.35
4.23,2263.91,1501.47
4.24,2268.92,1504.58
4.25,2273.92,1507.7
4.26,2278.93,1510.81
4.27,2283.93,1513.92
4.28,2288.93,1517.03
4.29,2293.93,1520.13
4.3,2298.92,1523.24
4.31,2303.92,1526.34
4.32,2308.91,1529.44
