x,y,T
9.8,0.2,282.702
10,0.2,282.664

0,0.4,273.17
0.2,0.4,273.171
0.4,0.4,273.177
0.6,0.4,273.189
0.8,0.4,273.205
1,0.4,273.227
1.2,0.4,273.255
1.4,0.4,273.289
1.6,0.4,273.329
1.8,0.4,273.377
2,0.4,273.432
2.2,0.4,273.495
2.4,0.4,273.568
2.6,0.4,273.651
2.8,0.4,273.744
3,0.4,273.849
3.2,0.4,273.967
3.4,0.4,274.098
3.6,0.4,274.244
3.8,0.4,274.406
4,0.4,274.584
4.2,0.4,274.781
4.4,0.4,274.995
4.6,0.4,275.23
4.8,0.4,275.485
5,0.4,275.76
5.2,0.4,276.058
5.4,0.4,276.377
5.6,0.4,276.717
5.8,0.4,277.079
6,0.4,277.462
6.2,0.4,277.862
6.4,0.4,278.279
6.6,0.4,278.709
6.8,0.4,279.148
7,0.4,279.59
7.2,0.4,280.03
7.4,0.4,280.459
7.6,0.4,280.871
7.8,0.4,281.257
8,0.4,281.608
8.2,0.4,281.919
8.4,0.4,282.184
8.6,0.4,282.401
8.8,0.4,282.57
9,0.4,282.694
9.2,0.4,282.777
9.4,0.4,282.824
9.6,0.4,282.839
9.8,0.4,282.826
10,0.4,282.787

0,0.6,273.171
0.2,0.6,273.172
0.4,0.6,273.179
0.6,0.6,273.19
0.8,0.6,273.207
1,0.6,273.229
1.2,0.6,273.257
1.4,0.6,273.291
1.6,0.6,273.331
1.8,0.6,273.379
2,0.6,273.435
2.2,0.6,273.499
2.4,0.6,273.572
2.6,0.6,273.655
2.8,0.6,273.749
3,0.6,273.855
3.2,0.6,273.973
3.4,0.6,274.106
3.6,0.6,274.253
3.8,0.6,274.416
4,0.6,274.596
4.2,0.6,274.794
4.4,0.6,275.01
4.6,0.6,275.247
4.8,0.6,275.505
5,0.6,275.784
5.2,0.6,276.086
5.4,0.6,276.41
5.6,0.6,276.756
5.8,0.6,277.125
6,0.6,277.515
6.2,0.6,277.925
6.4,0.6,278.353
6.6,0.6,278.796
6.8,0.6,279.25
7,0.6,279.709
7.2,0.6,280.167
7.4,0.6,280.616
7.6,0.6,281.047
7.8,0.6,281.451
8,0.6,281.819
8.2,0.6,282.142
8.4,0.6,282.414
8.6,0.6,282.633
8.8,0.6,282.8
9,0.6,282.918
9.2,0.6,282.993
9.4,0.6,283.033
9.6,0.6,283.042
9.8,0.6,283.025
10,0.6,282.985

0,0.8,273.173
0.2,0.8,273.173
0.4,0.8,273.18
0.6,0.8,273.192
0.8,0.8,273.208
1,0.8,273.231
1.2,0.8,273.259
1.4,0.8,273.293
1.6,0.8,273.334
1.8,0.8,273.382
2,0.8,273.437
2.2,0.8,273.502
2.4,0.8,273.575
2.6,0.8,273.659
2.8,0.8,273.754
3,0.8,273.86
3.2,0.8,273.98
3.4,0.8,274.113
3.6,0.8,274.261
3.8,0.8,274.426
4,0.8,274.607
4.2,0.8,274.807
4.4,0.8,275.027
4.6,0.8,275.266
4.8,0.8,275.528
5,0.8,275.811
5.2,0.8,276.118
5.4,0.8,276.448
5.6,0.8,276.802
5.8,0.8,277.18
6,0.8,277.582
6.2,0.8,278.005
6.4,0.8,278.449
6.6,0.8,278.91
6.8,0.8,279.385
7,0.8,279.868
7.2,0.8,280.353
7.4,0.8,280.831
7.6,0.8,281.292
7.8,0.8,281.726
8,0.8,282.119
8.2,0.8,282.461
8.4,0.8,282.744
8.6,0.8,282.965
8.8,0.8,283.125
9,0.8,283.232
9.2,0.8,283.293
9.4,0.8,283.32
9.6,0.8,283.319
9.8,0.8,283.296
10,0.8,283.255

0,1,273.174
0.2,1,273.175
0.4,1,273.181
0.6,1,273.193
0.8,1,273.21
1,1,273.232
1.2,1,273.26
1.4,1,273.294
1.6,1,273.336
1.8,1,273.384
2,1,273.44
2.2,1,273.505
2.4,1,273.579
2.6,1,273.663
2.8,1,273.758
3,1,273.865
3.2,1,273.986
3.4,1,274.12
3.6,1,274.27
3.8,1,274.435
4,1,274.619
4.2,1,274.821
4.4,1,275.043
4.6,1,275.286
4.8,1,275.552
5,1,275.841
5.2,1,276.153
5.4,1,276.491
5.6,1,276.855
5.8,1,277.244
6,1,277.659
6.2,1,278.099
6.4,1,278.562
6.6,1,279.047
6.8,1,279.549
7,1,280.065
7.2,1,280.586
7.4,1,281.104
7.6,1,281.608
7.8,1,282.084
8,1,282.515
8.2,1,282.885
8.4,1,283.183
8.6,1,283.404
8.8,1,283.553
9,1,283.639
9.2,1,283.677
9.4,1,283.681
9.6,1,283.664
9.8,1,283.632
10,1,283.59

0,1.2,273.175
0.2,1.2,273.176
0.4,1.2,273.182
0.6,1.2,273.194
0.8,1.2,273.211
1,1.2,273.233
1.2,1.2,273.261
1.4,1.2,273.296
1.6,1.2,273.337
1.8,1.2,273.386
2,1.2,273.442
2.2,1.2,273.507
2.4,1.2,273.581
2.6,1.2,273.666
2.8,1.2,273.762
3,1.2,273.87
3.2,1.2,273.991
3.4,1.2,274.126
3.6,1.2,274.277
3.8,1.2,274.445
4,1.2,274.63
4.2,1.2,274.835
4.4,1.2,275.06
4.6,1.2,275.307
4.8,1.2,275.577
5,1.2,275.871
5.2,1.2,276.191
5.4,1.2,276.537
5.6,1.2,276.911
5.8,1.2,277.313
6,1.2,277.744
6.2,1.2,278.203
6.4,1.2,278.69
6.6,1.2,279.203
6.8,1.2,279.739
7,1.2,280.294
7.2,1.2,280.861
7.4,1.2,281.433
7.6,1.2,281.997
7.8,1.2,282.534
8,1.2,283.021
8.2,1.2,283.432
8.4,1.2,283.751
8.6,1.2,283.969
8.8,1.2,284.094
9,1.2,284.144
9.2,1.2,284.142
9.4,1.2,284.113
9.6,1.2,284.071
9.8,1.2,284.025
10,1.2,283.982

0,1.4,273.176
0.2,1.4,273.176
0.4,1.4,273.183
0.6,1.4,273.195
0.8,1.4,273.212
1,1.4,273.234
1.2,1.4,273.262
1.4,1.4,273.297
1.6,1.4,273.338
1.8,1.4,273.387
2,1.4,273.444
2.2,1.4,273.509
2.4,1.4,273.584
2.6,1.4,273.669
2.8,1.4,273.765
3,1.4,273.873
3.2,1.4,273.995
3.4,1.4,274.132
3.6,1.4,274.284
3.8,1.4,274.453
4,1.4,274.64
4.2,1.4,274.847
4.4,1.4,275.075
4.6,1.4,275.326
4.8,1.4,275.601
5,1.4,275.901
5.2,1.4,276.228
5.4,1.4,276.583
5.6,1.4,276.969
5.8,1.4,277.385
6,1.4,277.833
6.2,1.4,278.313
6.4,1.4,278.826
6.6,1.4,279.371
6.8,1.4,279.946
7,1.4,280.548
7.2,1.4,281.173
7.4,1.4,281.814
7.6,1.4,282.458
7.8,1.4,283.083
8,1.4,283.655
8.2,1.4,284.129
8.4,1.4,284.476
8.6,1.4,284.685
8.8,1.4,284.767
9,1.4,284.754
9.2,1.4,284.688
9.4,1.4,284.606
9.6,1.4,284.527
9.8,1.4,284.463
10,1.4,284.417

0,1.6,273.176
0.2,1.6,273.177
0.4,1.6,273.183
0.6,1.6,273.195
0.8,1.6,273.212
1,1.6,273.235
1.2,1.6,273.263
1.4,1.6,273.298
1.6,1.6,273.339
1.8,1.6,273.388
2,1.6,273.445
2.2,1.6,273.51
2.4,1.6,273.585
2.6,1.6,273.67
2.8,1.6,273.767
3,1.6,273.876
3.2,1.6,273.999
3.4,1.6,274.136
3.6,1.6,274.289
3.8,1.6,274.46
4,1.6,274.649
4.2,1.6,274.858
4.4,1.6,275.089
4.6,1.6,275.343
4.8,1.6,275.622
5,1.6,275.928
5.2,1.6,276.263
5.4,1.6,276.628
5.6,1.6,277.025
5.8,1.6,277.455
6,1.6,277.921
6.2,1.6,278.424
6.4,1.6,278.965
6.6,1.6,279.544
6.8,1.6,280.162
7,1.6,280.817
7.2,1.6,281.51
7.4,1.6,282.236
7.6,1.6,282.988
7.8,1.6,283.74
8,1.6,284.442
8.2,1.6,285.011
8.4,1.6,285.397
8.6,1.6,285.586
8.8,1.6,285.595
9,1.6,285.473
9.2,1.6,285.306
9.4,1.6,285.146
9.6,1.6,285.017
9.8,1.6,284.928
10,1.6,284.88

0,1.8,273.176
0.2,1.8,273.177
0.4,1.8,273.184
0.6,1.8,273.195
0.8,1.8,273.212
1,1.8,273.235
1.2,1.8,273.263
1.4,1.8,273.298
1.6,1.8,273.339
1.8,1.8,273.388
2,1.8,273.445
2.2,1.8,273.51
2.4,1.8,273.586
2.6,1.8,273.671
2.8,1.8,273.768
3,1.8,273.878
3.2,1.8,274.001
3.4,1.8,274.139
3.6,1.8,274.293
3.8,1.8,274.464
4,1.8,274.655
4.2,1.8,274.866
4.4,1.8,275.1
4.6,1.8,275.357
4.8,1.8,275.641
5,1.8,275.953
5.2,1.8,276.294
5.4,1.8,276.668
5.6,1.8,277.076
5.8,1.8,277.521
6,1.8,278.005
6.2,1.8,278.53
6.4,1.8,279.099
6.6,1.8,279.713
6.8,1.8,280.376
7,1.8,281.089
7.2,1.8,281.857
7.4,1.8,282.683
7.6,1.8,283.569
7.8,1.8,284.497
8,1.8,285.398
8.2,1.8,286.104
8.4,1.8,286.542
8.6,1.8,286.698
8.8,1.8,286.59
9,1.8,286.292
9.2,1.8,285.974
9.4,1.8,285.709
9.6,1.8,285.516
9.8,1.8,285.396
10,1.8,285.347

0,2,273.176
0.2,2,273.177
0.4,2,273.183
0.6,2,273.195
0.8,2,273.212
1,2,273.235
1.2,2,273.263
1.4,2,273.298
1.6,2,273.339
1.8,2,273.388
2,2,273.445
2.2,2,273.51
2.4,2,273.585
2.6,2,273.671
2.8,2,273.768
3,2,273.878
3.2,2,274.001
3.4,2,274.139
3.6,2,274.294
3.8,2,274.467
4,2,274.658
4.2,2,274.871
4.4,2,275.107
4.6,2,275.368
4.8,2,275.655
5,2,275.971
5.2,2,276.319
5.4,2,276.701
5.6,2,277.119
5.8,2,277.577
6,2,278.078
6.2,2,278.625
6.4,2,279.22
6.6,2,279.869
6.8,2,280.576
7,2,281.346
7.2,2,282.19
7.4,2,283.122
7.6,2,284.157
7.8,2,285.296
8,2,286.471
8.2,2,287.348
8.4,2,287.848
8.6,2,287.96
8.8,2,287.7
9,2,287.148
9.2,2,286.643
9.4,2,286.258
9.6,2,285.994
9.8,2,285.841
10,2,285.789

0,2.2,273.176
0.2,2.2,273.177
0.4,2.2,273.183
0.6,2.2,273.195
0.8,2.2,273.212
1,2.2,273.234
1.2,2.2,273.262
1.4,2.2,273.297
1.6,2.2,273.338
1.8,2.2,273.387
2,2.2,273.443
2.2,2.2,273.509
2.4,2.2,273.584
2.6,2.2,273.669
2.8,2.2,273.766
3,2.2,273.876
3.2,2.2,273.999
3.4,2.2,274.138
3.6,2.2,274.293
3.8,2.2,274.466
4,2.2,274.658
4.2,2.2,274.872
4.4,2.2,275.11
4.6,2.2,275.372
4.8,2.2,275.663
5,2.2,275.983
5.2,2.2,276.336
5.4,2.2,276.724
5.6,2.2,277.152
5.8,2.2,277.621
6,2.2,278.137
6.2,2.2,278.702
6.4,2.2,279.322
6.6,2.2,280.001
6.8,2.2,280.747
7,2.2,281.569
7.2,2.2,282.483
7.4,2.2,283.509
7.6,2.2,284.673
7.8,2.2,285.983
8,2.2,287.352
8.2,2.2,288.362
8.4,2.2,288.912
8.6,2.2,288.989
8.8,2.2,288.612
9,2.2,287.885
9.2,2.2,287.23
9.4,2.2,286.741
9.6,2.2,286.414
9.8,2.2,286.231
10,2.2,286.178

0,2.4,273.175
0.2,2.4,273.176
0.4,2.4,273.182
0.6,2.4,273.194
0.8,2.4,273.211
1,2.4,273.233
1.2,2.4,273.261
1.4,2.4,273.295
1.6,2.4,273.336
1.8,2.4,273.385
2,2.4,273.441
2.2,2.4,273.506
2.4,2.4,273.581
2.6,2.4,273.666
2.8,2.4,273.763
3,2.4,273.872
3.2,2.4,273.995
3.4,2.4,274.134
3.6,2.4,274.289
3.8,2.4,274.462
4,2.4,274.654
4.2,2.4,274.869
4.4,2.4,275.107
4.6,2.4,275.371
4.8,2.4,275.663
5,2.4,275.986
5.2,2.4,276.342
5.4,2.4,276.736
5.6,2.4,277.17
5.8,2.4,277.648
6,2.4,278.175
6.2,2.4,278.756
6.4,2.4,279.395
6.6,2.4,280.1
6.8,2.4,280.879
7,2.4,281.743
7.2,2.4,282.713
7.4,2.4,283.812
7.6,2.4,285.072
7.8,2.4,286.498
8,2.4,287.988
8.2,2.4,289.085
8.4,2.4,289.67
8.6,2.4,289.725
8.8,2.4,289.273
9,2.4,288.439
9.2,2.4,287.685
9.4,2.4,287.121
9.6,2.4,286.746
9.8,2.4,286.539
10,2.4,286.485

0,2.6,273.174
0.2,2.6,273.175
0.4,2.6,273.181
0.6,2.6,273.193
0.8,2.6,273.209
1,2.6,273.231
1.2,2.6,273.259
1.4,2.6,273.293
1.6,2.6,273.334
1.8,2.6,273.382
2,2.6,273.438
2.2,2.6,273.503
2.4,2.6,273.577
2.6,2.6,273.662
2.8,2.6,273.758
3,2.6,273.866
3.2,2.6,273.989
3.4,2.6,274.127
3.6,2.6,274.281
3.8,2.6,274.454
4,2.6,274.646
4.2,2.6,274.86
4.4,2.6,275.098
4.6,2.6,275.362
4.8,2.6,275.655
5,2.6,275.979
5.2,2.6,276.338
5.4,2.6,276.734
5.6,2.6,277.172
5.8,2.6,277.656
6,2.6,278.191
6.2,2.6,278.782
6.4,2.6,279.435
6.6,2.6,280.158
6.8,2.6,280.96
7,2.6,281.855
7.2,2.6,282.863
7.4,2.6,284.013
7.6,2.6,285.335
7.8,2.6,286.833
8,2.6,288.394
8.2,2.6,289.541
8.4,2.6,290.146
8.6,2.6,290.189
8.8,2.6,289.694
9,2.6,288.8
9.2,2.6,287.986
9.4,2.6,287.374
9.6,2.6,286.967
9.8,2.6,286.744
10,2.6,286.689

0,2.8,273.172
0.2,2.8,273.173
0.4,2.8,273.179
0.6,2.8,273.191
0.8,2.8,273.207
1,2.8,273.229
1.2,2.8,273.257
1.4,2.8,273.291
1.6,2.8,273.331
1.8,2.8,273.378
2,2.8,273.434
2.2,2.8,273.498
2.4,2.8,273.571
2.6,2.8,273.655
2.8,2.8,273.751
3,2.8,273.859
3.2,2.8,273.98
3.4,2.8,274.117
3.6,2.8,274.27
3.8,2.8,274.441
4,2.8,274.633
4.2,2.8,274.846
4.4,2.8,275.083
4.6,2.8,275.346
4.8,2.8,275.638
5,2.8,275.961
5.2,2.8,276.32
5.4,2.8,276.716
5.6,2.8,277.156
5.8,2.8,277.642
6,2.8,278.18
6.2,2.8,278.776
6.4,2.8,279.436
6.6,2.8,280.168
6.8,2.8,280.983
7,2.8,281.895
7.2,2.8,282.926
7.4,2.8,284.103
7.6,2.8,285.459
7.8,2.8,286.994
8,2.8,288.589
8.2,2.8,289.762
8.4,2.8,290.377
8.6,2.8,290.412
8.8,2.8,289.896
9,2.8,288.971
9.2,2.8,288.126
9.4,2.8,287.487
9.6,2.8,287.062
9.8,2.8,286.829
10,2.8,286.774

0,3,273.17
0.2,3,273.171
0.4,3,273.177
0.6,3,273.189
0.8,3,273.205
1,3,273.227
1.2,3,273.254
1.4,3,273.287
1.6,3,273.327
1.8,3,273.374
2,3,273.429
2.2,3,273.492
2.4,3,273.565
2.6,3,273.648
2.8,3,273.742
3,3,273.848
3.2,3,273.969
3.4,3,274.104
3.6,3,274.255
3.8,3,274.425
4,3,274.614
4.2,3,274.825
4.4,3,275.06
4.6,3,275.321
4.8,3,275.61
5,3,275.932
5.2,3,276.288
5.4,3,276.682
5.6,3,277.119
5.8,3,277.603
6,3,278.14
6.2,3,278.735
6.4,3,279.394
6.6,3,280.127
6.8,3,280.944
7,3,281.859
7.2,3,282.894
7.4,3,284.078
7.6,3,285.441
7.8,3,286.986
8,3,288.59
8.2,3,289.768
8.4,3,290.385
8.6,3,290.416
8.8,3,289.892
9,3,288.956
9.2,3,288.1
9.4,3,287.453
9.6,3,287.022
9.8,3,286.786
10,3,286.731

0,3.2,273.168
0.2,3.2,273.169
0.4,3.2,273.175
0.6,3.2,273.186
0.8,3.2,273.202
1,3.2,273.223
1.2,3.2,273.25
1.4,3.2,273.283
1.6,3.2,273.322
1.8,3.2,273.369
2,3.2,273.422
2.2,3.2,273.485
2.4,3.2,273.556
2.6,3.2,273.638
2.8,3.2,273.731
3,3.2,273.836
3.2,3.2,273.954
3.4,3.2,274.087
3.6,3.2,274.237
3.8,3.2,274.404
4,3.2,274.591
4.2,3.2,274.799
4.4,3.2,275.03
4.6,3.2,275.287
4.8,3.2,275.573
5,3.2,275.89
5.2,3.2,276.241
5.4,3.2,276.631
5.6,3.2,277.062
5.8,3.2,277.54
6,3.2,278.07
6.2,3.2,278.658
6.4,3.2,279.309
6.6,3.2,280.033
6.8,3.2,280.839
7,3.2,281.743
7.2,3.2,282.765
7.4,3.2,283.935
7.6,3.2,285.283
7.8,3.2,286.81
8,3.2,288.399
8.2,3.2,289.566
8.4,3.2,290.175
8.6,3.2,290.206
8.8,3.2,289.685
9,3.2,288.757
9.2,3.2,287.909
9.4,3.2,287.269
9.6,3.2,286.843
9.8,3.2,286.61
10,3.2,286.556

0,3.4,273.165
0.2,3.4,273.166
0.4,3.4,273.172
0.6,3.4,273.183
0.8,3.4,273.199
1,3.4,273.22
1.2,3.4,273.246
1.4,3.4,273.278
1.6,3.4,273.317
1.8,3.4,273.362
2,3.4,273.415
2.2,3.4,273.476
2.4,3.4,273.546
2.6,3.4,273.627
2.8,3.4,273.718
3,3.4,273.821
3.2,3.4,273.937
3.4,3.4,274.068
3.6,3.4,274.214
3.8,3.4,274.378
4,3.4,274.562
4.2,3.4,274.766
4.4,3.4,274.993
4.6,3.4,275.245
4.8,3.4,275.525
5,3.4,275.836
5.2,3.4,276.181
5.4,3.4,276.562
5.6,3.4,276.985
5.8,3.4,277.453
6,3.4,277.971
6.2,3.4,278.545
6.4,3.4,279.181
6.6,3.4,279.887
6.8,3.4,280.671
7,3.4,281.549
7.2,3.4,282.541
7.4,3.4,283.675
7.6,3.4,284.981
7.8,3.4,286.464
8,3.4,288.011
8.2,3.4,289.146
8.4,3.4,289.74
8.6,3.4,289.773
8.8,3.4,289.271
9,3.4,288.37
9.2,3.4,287.551
9.4,3.4,286.936
9.6,3.4,286.527
9.8,3.4,286.303
10,3.4,286.25

0,3.6,273.162
0.2,3.6,273.163
0.4,3.6,273.169
0.6,3.6,273.179
0.8,3.6,273.195
1,3.6,273.215
1.2,3.6,273.241
1.4,3.6,273.273
1.6,3.6,273.31
1.8,3.6,273.355
2,3.6,273.407
2.2,3.6,273.466
2.4,3.6,273.535
2.6,3.6,273.614
2.8,3.6,273.703
3,3.6,273.803
3.2,3.6,273.917
3.4,3.6,274.045
3.6,3.6,274.188
3.8,3.6,274.348
4,3.6,274.527
4.2,3.6,274.727
4.4,3.6,274.948
4.6,3.6,275.195
4.8,3.6,275.468
5,3.6,275.771
5.2,3.6,276.106
5.4,3.6,276.477
5.6,3.6,276.887
5.8,3.6,277.341
6,3.6,277.843
6.2,3.6,278.398
6.4,3.6,279.012
6.6,3.6,279.69
6.8,3.6,280.443
7,3.6,281.281
7.2,3.6,282.225
7.4,3.6,283.3
7.6,3.6,284.535
7.8,3.6,285.94
8,3.6,287.409
8.2,3.6,288.487
8.4,3.6,289.055
8.6,3.6,289.095
8.8,3.6,288.631
9,3.6,287.787
9.2,3.6,287.026
9.4,3.6,286.457
9.6,3.6,286.08
9.8,3.6,285.873
10,3.6,285.821

0,3.8,273.159
0.2,3.8,273.159
0.4,3.8,273.165
0.6,3.8,273.175
0.8,3.8,273.191
1,3.8,273.21
1.2,3.8,273.236
1.4,3.8,273.266
1.6,3.8,273.303
1.8,3.8,273.347
2,3.8,273.397
2.2,3.8,273.455
2.4,3.8,273.522
2.6,3.8,273.599
2.8,3.8,273.686
3,3.8,273.784
3.2,3.8,273.894
3.4,3.8,274.019
3.6,3.8,274.158
3.8,3.8,274.314
4,3.8,274.488
4.2,3.8,274.682
4.4,3.8,274.897
4.6,3.8,275.136
4.8,3.8,275.401
5,3.8,275.694
5.2,3.8,276.018
5.4,3.8,276.376
5.6,3.8,276.772
5.8,3.8,277.208
6,3.8,277.69
6.2,3.8,278.22
6.4,3.8,278.805
6.6,3.8,279.449
6.8,3.8,280.159
7,3.8,280.946
7.2,3.8,281.825
7.4,3.8,282.817
7.6,3.8,283.949
7.8,3.8,285.229
8,3.8,286.57
8.2,3.8,287.555
8.4,3.8,288.082
8.6,3.8,288.14
8.8,3.8,287.746
9,3.8,287.005
9.2,3.8,286.34
9.4,3.8,285.844
9.6,3.8,285.514
9.8,3.8,285.33
10,3.8,285.281

0,4,273.155
0.2,4,273.155
0.4,4,273.161
0.6,4,273.171
0.8,4,273.186
1,4,273.205
1.2,4,273.23
1.4,4,273.26
1.6,4,273.295
1.8,4,273.338
2,4,273.387
2.2,4,273.443
2.4,4,273.508
2.6,4,273.583
2.8,4,273.667
3,4,273.762
3.2,4,273.869
3.4,4,273.99
3.6,4,274.125
3.8,4,274.276
4,4,274.444
4.2,4,274.631
4.4,4,274.839
4.6,4,275.07
4.8,4,275.325
5,4,275.607
5.2,4,275.918
5.4,4,276.261
5.6,4,276.639
5.8,4,277.056
6,4,277.513
6.2,4,278.015
6.4,4,278.566
6.6,4,279.17
6.8,4,279.831
7,4,280.556
7.2,4,281.356
7.4,4,282.244
7.6,4,283.238
7.8,4,284.339
8,4,285.479
8.2,4,286.323
8.4,4,286.793
8.6,4,286.881
8.8,4,286.599
9,4,286.03
9.2,4,285.512
9.4,4,285.118
9.6,4,284.85
9.8,4,284.697
10,4,284.65

0,4.2,273.15
0.2,4.2,273.151
0.4,4.2,273.157
0.6,4.2,273.166
0.8,4.2,273.181
1,4.2,273.199
1.2,4.2,273.223
1.4,4.2,273.252
1.6,4.2,273.287
1.8,4.2,273.328
2,4.2,273.375
2.2,4.2,273.43
2.4,4.2,273.493
2.6,4.2,273.565
2.8,4.2,273.646
3,4.2,273.738
3.2,4.2,273.842
3.4,4.2,273.958
3.6,4.2,274.089
3.8,4.2,274.234
4,4.2,274.396
4.2,4.2,274.576
4.4,4.2,274.776
4.6,4.2,274.997
4.8,4.2,275.241
5,4.2,275.511
5.2,4.2,275.808
5.4,4.2,276.134
5.6,4.2,276.493
5.8,4.2,276.887
6,4.2,277.317
6.2,4.2,277.788
6.4,4.2,278.302
6.6,4.2,278.861
6.8,4.2,279.467
7,4.2,280.125
7.2,4.2,280.838
7.4,4.2,281.611
7.6,4.2,282.447
7.8,4.2,283.327
8,4.2,284.184
8.2,4.2,284.85
8.4,4.2,285.253
8.6,4.2,285.377
8.8,4.2,285.243
9,4.2,284.924
9.2,4.2,284.591
9.4,4.2,284.315
9.6,4.2,284.117
9.8,4.2,283.996
10,4.2,283.953

0,4.4,273.146
0.2,4.4,273.146
0.4,4.4,273.152
0.6,4.4,273.161
0.8,4.4,273.175
1,4.4,273.193
1.2,4.4,273.216
1.4,4.4,273.244
1.6,4.4,273.278
1.8,4.4,273.317
2,4.4,273.363
2.2,4.4,273.416
2.4,4.4,273.477
2.6,4.4,273.546
2.8,4.4,273.624
3,4.4,273.713
3.2,4.4,273.812
3.4,4.4,273.924
3.6,4.4,274.049
3.8,4.4,274.189
4,4.4,274.344
4.2,4.4,274.516
4.4,4.4,274.707
4.6,4.4,274.918
4.8,4.4,275.151
5,4.4,275.407
5.2,4.4,275.688
5.4,4.4,275.997
5.6,4.4,276.335
5.8,4.4,276.704
6,4.4,277.107
6.2,4.4,277.545
6.4,4.4,278.019
6.6,4.4,278.531
6.8,4.4,279.081
7,4.4,279.67
7.2,4.4,280.297
7.4,4.4,280.96
7.6,4.4,281.65
7.8,4.4,282.345
8,4.4,282.994
8.2,4.4,283.515
8.4,4.4,283.858
8.6,4.4,284.01
8.8,4.4,283.987
9,4.4,283.841
9.2,4.4,283.654
9.4,4.4,283.482
9.6,4.4,283.347
9.8,4.4,283.257
10,4.4,283.217

0,4.6,273.141
0.2,4.6,273.142
0.4,4.6,273.147
0.6,4.6,273.156
0.8,4.6,273.169
1,4.6,273.187
1.2,4.6,273.209
1.4,4.6,273.236
1.6,4.6,273.268
1.8,4.6,273.306
2,4.6,273.35
2.2,4.6,273.401
2.4,4.6,273.459
2.6,4.6,273.525
2.8,4.6,273.601
3,4.6,273.686
3.2,4.6,273.781
3.4,4.6,273.888
3.6,4.6,274.008
3.8,4.6,274.141
4,4.6,274.289
4.2,4.6,274.453
4.4,4.6,274.635
4.6,4.6,274.835
4.8,4.6,275.055
5,4.6,275.297
5.2,4.6,275.562
5.4,4.6,275.852
5.6,4.6,276.168
5.8,4.6,276.512
6,4.6,276.886
6.2,4.6,277.289
6.4,4.6,277.724
6.6,4.6,278.189
6.8,4.6,278.684
7,4.6,279.207
7.2,4.6,279.755
7.4,4.6,280.32
7.6,4.6,280.892
7.8,4.6,281.449
8,4.6,281.958
8.2,4.6,282.375
8.4,4.6,282.671
8.6,4.6,282.837
8.8,4.6,282.882
9,4.6,282.839
9.2,4.6,282.752
9.4,4.6,282.655
9.6,4.6,282.569
9.8,4.6,282.505
10,4.6,282.467

0,4.8,273.136
0.2,4.8,273.136
0.4,4.8,273.141
0.6,4.8,273.15
0.8,4.8,273.163
1,4.8,273.18
1.2,4.8,273.201
1.4,4.8,273.227
1.6,4.8,273.258
1.8,4.8,273.294
2,4.8,273.336
2.2,4.8,273.385
2.4,4.8,273.441
2.6,4.8,273.504
2.8,4.8,273.576
3,4.8,273.657
3.2,4.8,273.748
3.4,4.8,273.85
3.6,4.8,273.964
3.8,4.8,274.091
4,4.8,274.231
4.2,4.8,274.387
4.4,4.8,274.558
4.6,4.8,274.747
4.8,4.8,274.955
5,4.8,275.182
5.2,4.8,275.431
