x,y,T
0.2,0.4,295.392
0.4,0.4,295.407
0.6,0.4,295.433
0.8,0.4,295.472
1,0.4,295.523
1.2,0.4,295.586
1.4,0.4,295.661
1.6,0.4,295.749
1.8,0.4,295.85
2,0.4,295.963
2.2,0.4,296.088
2.4,0.4,296.226
2.6,0.4,296.376
2.8,0.4,296.54
3,0.4,296.716
3.2,0.4,296.905
3.4,0.4,297.106
3.6,0.4,297.321
3.8,0.4,297.549
4,0.4,297.79
4.2,0.4,298.044
4.4,0.4,298.311
4.6,0.4,298.59
4.8,0.4,298.882
5,0.4,299.187
5.2,0.4,299.503
5.4,0.4,299.831
5.6,0.4,300.169
5.8,0.4,300.517
6,0.4,300.873
6.2,0.4,301.236
6.4,0.4,301.605
6.6,0.4,301.976
6.8,0.4,302.348
7,0.4,302.716
7.2,0.4,303.078
7.4,0.4,303.429
7.6,0.4,303.764
7.8,0.4,304.079
8,0.4,304.37
8.2,0.4,304.631
8.4,0.4,304.861
8.6,0.4,305.059
8.8,0.4,305.223
9,0.4,305.354
9.2,0.4,305.456
9.4,0.4,305.529
9.6,0.4,305.576
9.8,0.4,305.6
10,0.4,305.6

0,0.6,295.388
0.2,0.6,295.388
0.4,0.6,295.402
0.6,0.6,295.429
0.8,0.6,295.467
1,0.6,295.518
1.2,0.6,295.581
1.4,0.6,295.657
1.6,0.6,295.745
1.8,0.6,295.845
2,0.6,295.958
2.2,0.6,296.083
2.4,0.6,296.22
2.6,0.6,296.371
2.8,0.6,296.534
3,0.6,296.71
3.2,0.6,296.899
3.4,0.6,297.101
3.6,0.6,297.315
3.8,0.6,297.543
4,0.6,297.784
4.2,0.6,298.038
4.4,0.6,298.305
4.6,0.6,298.585
4.8,0.6,298.878
5,0.6,299.183
5.2,0.6,299.501
5.4,0.6,299.83
5.6,0.6,300.17
5.8,0.6,300.52
6,0.6,300.879
6.2,0.6,301.247
6.4,0.6,301.62
6.6,0.6,301.996
6.8,0.6,302.374
7,0.6,302.75
7.2,0.6,303.12
7.4,0.6,303.48
7.6,0.6,303.824
7.8,0.6,304.148
8,0.6,304.446
8.2,0.6,304.713
8.4,0.6,304.947
8.6,0.6,305.144
8.8,0.6,305.306
9,0.6,305.435
9.2,0.6,305.532
9.4,0.6,305.601
9.6,0.6,305.646
9.8,0.6,305.667
10,0.6,305.667

0,0.8,295.381
0.2,0.8,295.381
0.4,0.8,295.395
0.6,0.8,295.422
0.8,0.8,295.46
1,0.8,295.511
1.2,0.8,295.574
1.4,0.8,295.649
1.6,0.8,295.737
1.8,0.8,295.837
2,0.8,295.949
2.2,0.8,296.074
2.4,0.8,296.212
2.6,0.8,296.362
2.8,0.8,296.525
3,0.8,296.701
3.2,0.8,296.889
3.4,0.8,297.091
3.6,0.8,297.306
3.8,0.8,297.534
4,0.8,297.775
4.2,0.8,298.029
4.4,0.8,298.296
4.6,0.8,298.577
4.8,0.8,298.87
5,0.8,299.177
5.2,0.8,299.496
5.4,0.8,299.827
5.6,0.8,300.17
5.8,0.8,300.524
6,0.8,300.887
6.2,0.8,301.26
6.4,0.8,301.64
6.6,0.8,302.025
6.8,0.8,302.412
7,0.8,302.8
7.2,0.8,303.182
7.4,0.8,303.556
7.6,0.8,303.915
7.8,0.8,304.252
8,0.8,304.562
8.2,0.8,304.838
8.4,0.8,305.076
8.6,0.8,305.275
8.8,0.8,305.433
9,0.8,305.555
9.2,0.8,305.645
9.4,0.8,305.708
9.6,0.8,305.747
9.8,0.8,305.766
10,0.8,305.766

0,1,295.371
0.2,1,295.371
0.4,1,295.385
0.6,1,295.411
0.8,1,295.45
1,1,295.5
1.2,1,295.563
1.4,1,295.638
1.6,1,295.726
1.8,1,295.826
2,1,295.938
2.2,1,296.062
2.4,1,296.2
2.6,1,296.35
2.8,1,296.512
3,1,296.688
3.2,1,296.876
3.4,1,297.077
3.6,1,297.292
3.8,1,297.52
4,1,297.761
4.2,1,298.015
4.4,1,298.283
4.6,1,298.565
4.8,1,298.859
5,1,299.167
5.2,1,299.488
5.4,1,299.822
5.6,1,300.168
5.8,1,300.526
6,1,300.896
6.2,1,301.275
6.4,1,301.664
6.6,1,302.059
6.8,1,302.46
7,1,302.862
7.2,1,303.263
7.4,1,303.656
7.6,1,304.035
7.8,1,304.393
8,1,304.721
8.2,1,305.011
8.4,1,305.256
8.6,1,305.453
8.8,1,305.606
9,1,305.717
9.2,1,305.795
9.4,1,305.847
9.6,1,305.877
9.8,1,305.892
10,1,305.892

0,1.2,295.358
0.2,1.2,295.358
0.4,1.2,295.372
0.6,1.2,295.398
0.8,1.2,295.437
1,1.2,295.487
1.2,1.2,295.55
1.4,1.2,295.625
1.6,1.2,295.712
1.8,1.2,295.811
2,1.2,295.923
2.2,1.2,296.047
2.4,1.2,296.184
2.6,1.2,296.333
2.8,1.2,296.496
3,1.2,296.671
3.2,1.2,296.859
3.4,1.2,297.06
3.6,1.2,297.274
3.8,1.2,297.502
4,1.2,297.743
4.2,1.2,297.998
4.4,1.2,298.266
4.6,1.2,298.548
4.8,1.2,298.844
5,1.2,299.153
5.2,1.2,299.476
5.4,1.2,299.813
5.6,1.2,300.164
5.8,1.2,300.527
6,1.2,300.903
6.2,1.2,301.291
6.4,1.2,301.69
6.6,1.2,302.098
6.8,1.2,302.515
7,1.2,302.936
7.2,1.2,303.359
7.4,1.2,303.778
7.6,1.2,304.186
7.8,1.2,304.573
8,1.2,304.928
8.2,1.2,305.237
8.4,1.2,305.491
8.6,1.2,305.687
8.8,1.2,305.828
9,1.2,305.922
9.2,1.2,305.98
9.4,1.2,306.015
9.6,1.2,306.034
9.8,1.2,306.042
10,1.2,306.042

0,1.4,295.342
0.2,1.4,295.342
0.4,1.4,295.356
0.6,1.4,295.382
0.8,1.4,295.42
1,1.4,295.471
1.2,1.4,295.533
1.4,1.4,295.607
1.6,1.4,295.694
1.8,1.4,295.793
2,1.4,295.905
2.2,1.4,296.028
2.4,1.4,296.165
2.6,1.4,296.314
2.8,1.4,296.475
3,1.4,296.65
3.2,1.4,296.838
3.4,1.4,297.038
3.6,1.4,297.252
3.8,1.4,297.48
4,1.4,297.721
4.2,1.4,297.975
4.4,1.4,298.244
4.6,1.4,298.527
4.8,1.4,298.824
5,1.4,299.135
5.2,1.4,299.46
5.4,1.4,299.801
5.6,1.4,300.155
5.8,1.4,300.524
6,1.4,300.907
6.2,1.4,301.305
6.4,1.4,301.715
6.6,1.4,302.139
6.8,1.4,302.574
7,1.4,303.018
7.2,1.4,303.468
7.4,1.4,303.921
7.6,1.4,304.367
7.8,1.4,304.795
8,1.4,305.189
8.2,1.4,305.527
8.4,1.4,305.793
8.6,1.4,305.985
8.8,1.4,306.106
9,1.4,306.171
9.2,1.4,306.199
9.4,1.4,306.209
9.6,1.4,306.21
9.8,1.4,306.209
10,1.4,306.209

0,1.6,295.323
0.2,1.6,295.323
0.4,1.6,295.337
0.6,1.6,295.363
0.8,1.6,295.401
1,1.6,295.451
1.2,1.6,295.513
1.4,1.6,295.587
1.6,1.6,295.674
1.8,1.6,295.772
2,1.6,295.883
2.2,1.6,296.006
2.4,1.6,296.142
2.6,1.6,296.29
2.8,1.6,296.451
3,1.6,296.625
3.2,1.6,296.812
3.4,1.6,297.012
3.6,1.6,297.226
3.8,1.6,297.453
4,1.6,297.694
4.2,1.6,297.948
4.4,1.6,298.217
4.6,1.6,298.5
4.8,1.6,298.798
5,1.6,299.111
5.2,1.6,299.439
5.4,1.6,299.782
5.6,1.6,300.141
5.8,1.6,300.516
6,1.6,300.907
6.2,1.6,301.314
6.4,1.6,301.737
6.6,1.6,302.177
6.8,1.6,302.632
7,1.6,303.102
7.2,1.6,303.585
7.4,1.6,304.078
7.6,1.6,304.574
7.8,1.6,305.062
8,1.6,305.516
8.2,1.6,305.896
8.4,1.6,306.18
8.6,1.6,306.363
8.8,1.6,306.45
9,1.6,306.464
9.2,1.6,306.446
9.4,1.6,306.419
9.6,1.6,306.397
9.8,1.6,306.384
10,1.6,306.384

0,1.8,295.302
0.2,1.8,295.302
0.4,1.8,295.315
0.6,1.8,295.341
0.8,1.8,295.379
1,1.8,295.429
1.2,1.8,295.49
1.4,1.8,295.564
1.6,1.8,295.65
1.8,1.8,295.748
2,1.8,295.858
2.2,1.8,295.981
2.4,1.8,296.116
2.6,1.8,296.263
2.8,1.8,296.423
3,1.8,296.597
3.2,1.8,296.783
3.4,1.8,296.982
3.6,1.8,297.195
3.8,1.8,297.421
4,1.8,297.662
4.2,1.8,297.916
4.4,1.8,298.185
4.6,1.8,298.469
4.8,1.8,298.767
5,1.8,299.081
5.2,1.8,299.411
5.4,1.8,299.757
5.6,1.8,300.121
5.8,1.8,300.501
6,1.8,300.899
6.2,1.8,301.316
6.4,1.8,301.752
6.6,1.8,302.208
6.8,1.8,302.685
7,1.8,303.183
7.2,1.8,303.702
7.4,1.8,304.242
7.6,1.8,304.8
7.8,1.8,305.37
8,1.8,305.926
8.2,1.8,306.37
8.4,1.8,306.678
8.6,1.8,306.845
8.8,1.8,306.878
9,1.8,306.799
9.2,1.8,306.71
9.4,1.8,306.635
9.6,1.8,306.583
9.8,1.8,306.556
10,1.8,306.556

0,2,295.277
0.2,2,295.277
0.4,2,295.291
0.6,2,295.316
0.8,2,295.354
1,2,295.403
1.2,2,295.464
1.4,2,295.538
1.6,2,295.623
1.8,2,295.72
2,2,295.83
2.2,2,295.952
2.4,2,296.086
2.6,2,296.233
2.8,2,296.392
3,2,296.564
3.2,2,296.749
3.4,2,296.948
3.6,2,297.16
3.8,2,297.385
4,2,297.625
4.2,2,297.879
4.4,2,298.147
4.6,2,298.431
4.8,2,298.73
5,2,299.045
5.2,2,299.376
5.4,2,299.725
5.6,2,300.092
5.8,2,300.477
6,2,300.882
6.2,2,301.308
6.4,2,301.756
6.6,2,302.228
6.8,2,302.726
7,2,303.251
7.2,2,303.806
7.4,2,304.395
7.6,2,305.024
7.8,2,305.701
8,2,306.456
8.2,2,306.989
8.4,2,307.325
8.6,2,307.472
8.8,2,307.423
9,2,307.155
9.2,2,306.969
9.4,2,306.837
9.6,2,306.753
9.8,2,306.711
10,2,306.711

0,2.2,295.25
0.2,2.2,295.25
0.4,2.2,295.264
0.6,2.2,295.289
0.8,2.2,295.326
1,2.2,295.375
1.2,2.2,295.436
1.4,2.2,295.509
1.6,2.2,295.593
1.8,2.2,295.69
2,2.2,295.798
2.2,2.2,295.919
2.4,2.2,296.053
2.6,2.2,296.198
2.8,2.2,296.356
3,2.2,296.528
3.2,2.2,296.712
3.4,2.2,296.909
3.6,2.2,297.12
3.8,2.2,297.344
4,2.2,297.583
4.2,2.2,297.835
4.4,2.2,298.103
4.6,2.2,298.386
4.8,2.2,298.685
5,2.2,299.001
5.2,2.2,299.333
5.4,2.2,299.684
5.6,2.2,300.053
5.8,2.2,300.442
6,2.2,300.853
6.2,2.2,301.287
6.4,2.2,301.746
6.6,2.2,302.232
6.8,2.2,302.748
7,2.2,303.298
7.2,2.2,303.886
7.4,2.2,304.519
7.6,2.2,305.207
7.8,2.2,305.964
8,2.2,306.818
8.2,2.2,307.413
8.4,2.2,307.772
8.6,2.2,307.902
8.8,2.2,307.798
9,2.2,307.439
9.2,2.2,307.181
9.4,2.2,307.002
9.6,2.2,306.888
9.8,2.2,306.832
10,2.2,306.832

0,2.4,295.22
0.2,2.4,295.22
0.4,2.4,295.234
0.6,2.4,295.259
0.8,2.4,295.296
1,2.4,295.344
1.2,2.4,295.405
1.4,2.4,295.477
1.6,2.4,295.56
1.8,2.4,295.656
2,2.4,295.764
2.2,2.4,295.884
2.4,2.4,296.016
2.6,2.4,296.16
2.8,2.4,296.317
3,2.4,296.487
3.2,2.4,296.67
3.4,2.4,296.866
3.6,2.4,297.075
3.8,2.4,297.298
4,2.4,297.535
4.2,2.4,297.787
4.4,2.4,298.053
4.6,2.4,298.335
4.8,2.4,298.633
5,2.4,298.948
5.2,2.4,299.281
5.4,2.4,299.632
5.6,2.4,300.003
5.8,2.4,300.395
6,2.4,300.81
6.2,2.4,301.25
6.4,2.4,301.717
6.6,2.4,302.214
6.8,2.4,302.745
7,2.4,303.315
7.2,2.4,303.93
7.4,2.4,304.598
7.6,2.4,305.329
7.8,2.4,306.139
8,2.4,307.049
8.2,2.4,307.682
8.4,2.4,308.056
8.6,2.4,308.176
8.8,2.4,308.038
9,2.4,307.628
9.2,2.4,307.325
9.4,2.4,307.111
9.6,2.4,306.974
9.8,2.4,306.907
10,2.4,306.907

0,2.6,295.188
0.2,2.6,295.188
0.4,2.6,295.201
0.6,2.6,295.226
0.8,2.6,295.263
1,2.6,295.311
1.2,2.6,295.37
1.4,2.6,295.442
1.6,2.6,295.525
1.8,2.6,295.62
2,2.6,295.726
2.2,2.6,295.845
2.4,2.6,295.976
2.6,2.6,296.119
2.8,2.6,296.275
3,2.6,296.443
3.2,2.6,296.624
3.4,2.6,296.818
3.6,2.6,297.025
3.8,2.6,297.247
4,2.6,297.482
4.2,2.6,297.732
4.4,2.6,297.997
4.6,2.6,298.277
4.8,2.6,298.574
5,2.6,298.888
5.2,2.6,299.219
5.4,2.6,299.57
5.6,2.6,299.942
5.8,2.6,300.335
6,2.6,300.752
6.2,2.6,301.195
6.4,2.6,301.667
6.6,2.6,302.172
6.8,2.6,302.713
7,2.6,303.297
7.2,2.6,303.93
7.4,2.6,304.621
7.6,2.6,305.381
7.8,2.6,306.224
8,2.6,307.165
8.2,2.6,307.821
8.4,2.6,308.203
8.6,2.6,308.316
8.8,2.6,308.158
9,2.6,307.72
9.2,2.6,307.389
9.4,2.6,307.152
9.6,2.6,306.999
9.8,2.6,306.925
10,2.6,306.925

0,2.8,295.153
0.2,2.8,295.153
0.4,2.8,295.166
0.6,2.8,295.191
0.8,2.8,295.227
1,2.8,295.275
1.2,2.8,295.334
1.4,2.8,295.404
1.6,2.8,295.487
1.8,2.8,295.58
2,2.8,295.686
2.2,2.8,295.803
2.4,2.8,295.933
2.6,2.8,296.074
2.8,2.8,296.228
3,2.8,296.395
3.2,2.8,296.574
3.4,2.8,296.766
3.6,2.8,296.971
3.8,2.8,297.19
4,2.8,297.424
4.2,2.8,297.671
4.4,2.8,297.934
4.6,2.8,298.212
4.8,2.8,298.506
5,2.8,298.818
5.2,2.8,299.148
5.4,2.8,299.497
5.6,2.8,299.867
5.8,2.8,300.259
6,2.8,300.676
6.2,2.8,301.12
6.4,2.8,301.594
6.6,2.8,302.102
6.8,2.8,302.648
7,2.8,303.239
7.2,2.8,303.882
7.4,2.8,304.585
7.6,2.8,305.36
7.8,2.8,306.219
8,2.8,307.176
8.2,2.8,307.842
8.4,2.8,308.228
8.6,2.8,308.337
8.8,2.8,308.168
9,2.8,307.715
9.2,2.8,307.368
9.4,2.8,307.118
9.6,2.8,306.956
9.8,2.8,306.876
10,2.8,306.876

0,3,295.116
0.2,3,295.116
0.4,3,295.129
0.6,3,295.154
0.8,3,295.189
1,3,295.236
1.2,3,295.295
1.4,3,295.365
1.6,3,295.446
1.8,3,295.538
2,3,295.643
2.2,3,295.759
2.4,3,295.887
2.6,3,296.027
2.8,3,296.179
3,3,296.343
3.2,3,296.52
3.4,3,296.71
3.6,3,296.913
3.8,3,297.129
4,3,297.36
4.2,3,297.604
4.4,3,297.864
4.6,3,298.139
4.8,3,298.431
5,3,298.739
5.2,3,299.066
5.4,3,299.412
5.6,3,299.779
5.8,3,300.168
6,3,300.582
6.2,3,301.024
6.4,3,301.495
6.6,3,302.002
6.8,3,302.547
7,3,303.138
7.2,3,303.781
7.4,3,304.487
7.6,3,305.264
7.8,3,306.126
8,3,307.085
8.2,3,307.753
8.4,3,308.138
8.6,3,308.244
8.8,3,308.071
9,3,307.612
9.2,3,307.259
9.4,3,307.004
9.6,3,306.839
9.8,3,306.757
10,3,306.757

0,3.2,295.077
0.2,3.2,295.077
0.4,3.2,295.09
0.6,3.2,295.114
0.8,3.2,295.15
1,3.2,295.196
1.2,3.2,295.254
1.4,3.2,295.322
1.6,3.2,295.403
1.8,3.2,295.494
2,3.2,295.597
2.2,3.2,295.711
2.4,3.2,295.838
2.6,3.2,295.975
2.8,3.2,296.125
3,3.2,296.288
3.2,3.2,296.462
3.4,3.2,296.649
3.6,3.2,296.85
3.8,3.2,297.063
4,3.2,297.291
4.2,3.2,297.532
4.4,3.2,297.788
4.6,3.2,298.06
4.8,3.2,298.347
5,3.2,298.652
5.2,3.2,298.974
5.4,3.2,299.315
5.6,3.2,299.677
5.8,3.2,300.062
6,3.2,300.471
6.2,3.2,300.906
6.4,3.2,301.372
6.6,3.2,301.872
6.8,3.2,302.41
7,3.2,302.993
7.2,3.2,303.628
7.4,3.2,304.325
7.6,3.2,305.093
7.8,3.2,305.945
8,3.2,306.895
8.2,3.2,307.556
8.4,3.2,307.936
8.6,3.2,308.041
8.8,3.2,307.868
9,3.2,307.412
9.2,3.2,307.062
9.4,3.2,306.81
9.6,3.2,306.646
9.8,3.2,306.566
10,3.2,306.566

0,3.4,295.036
0.2,3.4,295.036
0.4,3.4,295.049
0.6,3.4,295.073
0.8,3.4,295.108
1,3.4,295.153
1.2,3.4,295.21
1.4,3.4,295.278
1.6,3.4,295.357
1.8,3.4,295.447
2,3.4,295.549
2.2,3.4,295.661
2.4,3.4,295.786
2.6,3.4,295.922
2.8,3.4,296.069
3,3.4,296.229
3.2,3.4,296.401
3.4,3.4,296.585
3.6,3.4,296.782
3.8,3.4,296.993
4,3.4,297.216
4.2,3.4,297.454
4.4,3.4,297.706
4.6,3.4,297.973
4.8,3.4,298.256
5,3.4,298.555
5.2,3.4,298.872
5.4,3.4,299.207
5.6,3.4,299.563
5.8,3.4,299.94
6,3.4,300.341
6.2,3.4,300.768
6.4,3.4,301.224
6.6,3.4,301.712
6.8,3.4,302.237
7,3.4,302.806
7.2,3.4,303.423
7.4,3.4,304.1
7.6,3.4,304.846
7.8,3.4,305.675
8,3.4,306.604
8.2,3.4,307.248
8.4,3.4,307.62
8.6,3.4,307.724
8.8,3.4,307.558
9,3.4,307.113
9.2,3.4,306.777
9.4,3.4,306.536
9.6,3.4,306.38
9.8,3.4,306.304
10,3.4,306.304

0,3.6,294.994
0.2,3.6,294.994
0.4,3.6,295.006
0.6,3.6,295.03
0.8,3.6,295.064
1,3.6,295.109
1.2,3.6,295.165
1.4,3.6,295.232
1.6,3.6,295.309
1.8,3.6,295.398
2,3.6,295.498
2.2,3.6,295.609
2.4,3.6,295.731
2.6,3.6,295.865
2.8,3.6,296.01
3,3.6,296.167
3.2,3.6,296.336
3.4,3.6,296.517
3.6,3.6,296.711
3.8,3.6,296.918
4,3.6,297.137
4.2,3.6,297.37
4.4,3.6,297.618
4.6,3.6,297.88
4.8,3.6,298.157
5,3.6,298.45
5.2,3.6,298.76
5.4,3.6,299.088
5.6,3.6,299.435
5.8,3.6,299.804
6,3.6,300.194
6.2,3.6,300.609
6.4,3.6,301.052
6.6,3.6,301.524
6.8,3.6,302.031
7,3.6,302.577
7.2,3.6,303.169
7.4,3.6,303.814
7.6,3.6,304.525
7.8,3.6,305.315
8,3.6,306.206
8.2,3.6,306.822
8.4,3.6,307.18
8.6,3.6,307.286
8.8,3.6,307.136
9,3.6,306.716
9.2,3.6,306.405
9.4,3.6,306.185
9.6,3.6,306.044
9.8,3.6,305.975
10,3.6,305.975

0,3.8,294.949
0.2,3.8,294.949
0.4,3.8,294.962
0.6,3.8,294.985
0.8,3.8,295.018
1,3.8,295.063
1.2,3.8,295.118
1.4,3.8,295.183
1.6,3.8,295.26
1.8,3.8,295.347
2,3.8,295.445
2.2,3.8,295.554
2.4,3.8,295.674
2.6,3.8,295.806
2.8,3.8,295.948
3,3.8,296.102
3.2,3.8,296.268
3.4,3.8,296.446
3.6,3.8,296.636
3.8,3.8,296.838
4,3.8,297.054
4.2,3.8,297.282
4.4,3.8,297.524
4.6,3.8,297.78
4.8,3.8,298.051
5,3.8,298.337
5.2,3.8,298.639
5.4,3.8,298.959
5.6,3.8,299.297
5.8,3.8,299.654
6,3.8,300.032
6.2,3.8,300.433
6.4,3.8,300.858
6.6,3.8,301.311
6.8,3.8,301.795
7,3.8,302.313
7.2,3.8,302.87
7.4,3.8,303.473
7.6,3.8,304.132
7.8,3.8,304.863
8,3.8,305.692
8.2,3.8,306.263
8.4,3.8,306.601
8.6,3.8,306.713
8.8,3.8,306.593
9,3.8,306.219
9.2,3.8,305.951
9.4,3.8,305.764
9.6,3.8,305.644
9.8,3.8,305.586
10,3.8,305.586

0,4,294.903
0.2,4,294.903
0.4,4,294.915
0.6,4,294.938
0.8,4,294.971
1,4,295.015
1.2,4,295.069
1.4,4,295.133
1.6,4,295.209
1.8,4,295.294
2,4,295.39
2.2,4,295.498
2.4,4,295.615
2.6,4,295.744
2.8,4,295.884
3,4,296.035
3.2,4,296.198
3.4,4,296.372
3.6,4,296.558
3.8,4,296.756
4,4,296.966
4.2,4,297.189
4.4,4,297.425
4.6,4,297.675
4.8,4,297.939
5,4,298.217
5.2,4,298.511
5.4,4,298.82
5.6,4,299.147
5.8,4,299.492
6,4,299.856
6.2,4,300.24
6.4,4,300.647
6.6,4,301.077
6.8,4,301.533
7,4,302.018
7.2,4,302.534
7.4,4,303.086
7.6,4,303.678
7.8,4,304.321
8,4,305.044
8.2,4,305.548
8.4,4,305.858
8.6,4,305.981
8.8,4,305.912
9,4,305.627
9.2,4,305.426
9.4,4,305.284
9.6,4,305.192
9.8,4,305.147
10,4,305.147

0,4.2,294.856
0.2,4.2,294.856
0.4,4.2,294.868
0.6,4.2,294.89
0.8,4.2,294.923
1,4.2,294.966
1.2,4.2,295.019
1.4,4.2,295.082
1.6,4.2,295.156
1.8,4.2,295.24
2,4.2,295.334
2.2,4.2,295.439
2.4,4.2,295.555
2.6,4.2,295.681
2.8,4.2,295.818
3,4.2,295.965
3.2,4.2,296.124
3.4,4.2,296.295
3.6,4.2,296.476
3.8,4.2,296.669
4,4.2,296.875
4.2,4.2,297.092
4.4,4.2,297.322
4.6,4.2,297.565
4.8,4.2,297.821
5,4.2,298.091
5.2,4.2,298.375
5.4,4.2,298.674
5.6,4.2,298.989
5.8,4.2,299.32
6,4.2,299.668
6.2,4.2,300.035
6.4,4.2,300.42
6.6,4.2,300.826
6.8,4.2,301.252
7,4.2,301.701
7.2,4.2,302.172
7.4,4.2,302.666
7.6,4.2,303.181
7.8,4.2,303.709
8,4.2,304.226
8.2,4.2,304.634
8.4,4.2,304.91
8.6,4.2,305.049
8.8,4.2,305.056
9,4.2,304.958
9.2,4.2,304.851
9.4,4.2,304.764
9.6,4.2,304.703
9.8,4.2,304.672
10,4.2,304.672

0,4.4,294.808
0.2,4.4,294.808
0.4,4.4,294.82
0.6,4.4,294.842
0.8,4.4,294.874
1,4.4,294.915
1.2,4.4,294.968
1.4,4.4,295.03
1.6,4.4,295.102
1.8,4.4,295.184
2,4.4,295.276
2.2,4.4,295.379
2.4,4.4,295.492
2.6,4.4,295.615
2.8,4.4,295.749
3,4.4,295.894
3.2,4.4,296.049
3.4,4.4,296.215
3.6,4.4,296.392
3.8,4.4,296.58
4,4.4,296.78
4.2,4.4,296.992
4.4,4.4,297.215
4.6,4.4,297.45
4.8,4.4,297.698
5,4.4,297.959
5.2,4.4,298.233
5.4,4.4,298.521
5.6,4.4,298.823
5.8,4.4,299.14
6,4.4,299.472
6.2,4.4,299.819
6.4,4.4,300.183
6.6,4.4,300.563
6.8,4.4,300.959
7,4.4,301.37
7.2,4.4,301.797
7.4,4.4,302.235
7.6,4.4,302.679
7.8,4.4,303.117
8,4.4,303.525
8.2,4.4,303.863
8.4,4.4,304.109
8.6,4.4,304.258
8.8,4.4,304.316
9,4.4,304.305
9.2,4.4,304.267
9.4,4.4,304.226
9.6,4.4,304.193
9.8,4.4,304.176
10,4.4,304.176

0,4.6,294.759
0.2,4.6,294.759
0.4,4.6,294.77
0.6,4.6,294.792
0.8,4.6,294.823
1,4.6,294.864
1.2,4.6,294.915
1.4,4.6,294.976
1.6,4.6,295.047
1.8,4.6,295.127
2,4.6,295.218
2.2,4.6,295.318
2.4,4.6,295.428
2.6,4.6,295.549
2.8,4.6,295.68
3,4.6,295.82
3.2,4.6,295.972
3.4,4.6,296.134
3.6,4.6,296.306
3.8,4.6,296.489
4,4.6,296.683
4.2,4.6,296.888
4.4,4.6,297.105
4.6,4.6,297.332
4.8,4.6,297.572
5,4.6,297.824
5.2,4.6,298.087
5.4,4.6,298.363
5.6,4.6,298.652
5.8,4.6,298.954
6,4.6,299.269
6.2,4.6,299.597
6.4,4.6,299.938
6.6,4.6,300.292
6.8,4.6,300.658
7,4.6,301.034
7.2,4.6,301.419
7.4,4.6,301.807
7.6,4.6,302.192
7.8,4.6,302.564
8,4.6,302.904
8.2,4.6,303.192
8.4,4.6,303.414
8.6,4.6,303.567
8.8,4.6,303.654
9,4.6,303.69
9.2,4.6,303.695
9.4,4.6,303.688
9.6,4.6,303.677
9.8,4.6,303.671
10,4.6,303.671

0,4.8,294.709
0.2,4.8,294.709
0.4,4.8,294.721
0.6,4.8,294.742
0.8,4.8,294.772
1,4.8,294.812
1.2,4.8,294.862
1.4,4.8,294.922
1.6,4.8,294.991
1.8,4.8,295.069
2,4.8,295.158
2.2,4.8,295.256
2.4,4.8,295.364
2.6,4.8,295.481
2.8,4.8,295.609
3,4.8,295.746
3.2,4.8,295.893
3.4,4.8,296.051
3.6,4.8,296.218
3.8,4.8,296.396
4,4.8,296.584
4.2,4.8,296.783
4.4,4.8,296.992
4.6,4.8,297.212
4.8,4.8,297.443
5,4.8,297.685
5.2,4.8,297.938
